"province","vaccine_manufacturer","vaccination_date","total_number_individuals_vaccinated"
"Western Cape","Pfizer","2021-07-09",17679
"Western Cape","Pfizer","2021-07-10",2011
"Western Cape","Pfizer","2021-07-11",609
"Western Cape","Pfizer","2021-07-12",18499
"Western Cape","Pfizer","2021-07-13",18874
"Western Cape","Pfizer","2021-07-14",17445
"Western Cape","Pfizer","2021-07-15",19254
"Western Cape","Pfizer","2021-07-16",23337
"Western Cape","Pfizer","2021-07-17",3495
"Western Cape","Pfizer","2021-07-18",806
"Western Cape","Pfizer","2021-07-19",21710
"Western Cape","Pfizer","2021-07-20",18246
"Western Cape","Pfizer","2021-07-21",19308
"Western Cape","Pfizer","2021-07-22",20157
"Western Cape","Pfizer","2021-07-23",18460
"Western Cape","Pfizer","2021-07-24",3754
"Western Cape","Pfizer","2021-07-25",675
"Western Cape","Pfizer","2021-07-26",17844
"Western Cape","Pfizer","2021-07-27",17234
"Western Cape","Pfizer","2021-07-28",21338
"Western Cape","Pfizer","2021-07-29",16123
"Western Cape","Pfizer","2021-07-30",16659
"Western Cape","Pfizer","2021-07-31",2204
"Western Cape","Pfizer","2021-08-01",1014
"Western Cape","Pfizer","2021-08-02",16021
"Western Cape","Pfizer","2021-08-03",16254
"Western Cape","Pfizer","2021-08-04",16860
"Western Cape","Pfizer","2021-08-05",16191
"Western Cape","Pfizer","2021-08-06",16796
"Western Cape","Pfizer","2021-08-07",2012
"Western Cape","Pfizer","2021-08-08",777
"Western Cape","Pfizer","2021-08-09",638
"Western Cape","Pfizer","2021-08-10",12922
"Western Cape","Pfizer","2021-08-11",14944
"Western Cape","Pfizer","2021-08-12",13642
"Western Cape","Pfizer","2021-08-13",12654
"Western Cape","Pfizer","2021-08-14",1754
"Western Cape","Pfizer","2021-08-15",400
"Western Cape","Pfizer","2021-08-16",11795
"Western Cape","Pfizer","2021-08-17",11946
"Western Cape","Pfizer","2021-08-18",10751
"Western Cape","Pfizer","2021-08-19",12103
"Western Cape","Pfizer","2021-08-20",28660
"Western Cape","Pfizer","2021-08-21",5828
"Western Cape","Pfizer","2021-08-22",1505
"Western Cape","Pfizer","2021-08-23",27820
"Western Cape","Pfizer","2021-08-24",27399
"Western Cape","Pfizer","2021-08-25",30110
"Western Cape","Pfizer","2021-08-26",27191
"Western Cape","Pfizer","2021-08-27",27145
"Western Cape","Pfizer","2021-08-28",5273
"Western Cape","Pfizer","2021-08-29",1122
"Western Cape","Pfizer","2021-08-30",20660
"Western Cape","Pfizer","2021-08-31",21360
"Western Cape","Pfizer","2021-09-01",22844
"Western Cape","Pfizer","2021-09-02",23010
"Western Cape","Pfizer","2021-09-03",24123
"Western Cape","Pfizer","2021-09-04",5241
"Western Cape","Pfizer","2021-09-05",418
"Western Cape","Pfizer","2021-09-06",17957
"Western Cape","Pfizer","2021-09-07",19189
"Western Cape","Pfizer","2021-09-08",20227
"Western Cape","Pfizer","2021-09-09",21237
"Western Cape","Pfizer","2021-09-10",23598
"Western Cape","Pfizer","2021-09-11",4280
"Western Cape","Pfizer","2021-09-12",233
"Western Cape","Pfizer","2021-09-13",19033
"Western Cape","Pfizer","2021-09-14",21404
"Western Cape","Pfizer","2021-09-15",22114
"Western Cape","Pfizer","2021-09-16",21941
"Western Cape","Pfizer","2021-09-17",22513
"Western Cape","Pfizer","2021-09-18",4174
"Western Cape","Pfizer","2021-09-19",458
"Western Cape","Pfizer","2021-09-20",14638
"Western Cape","Pfizer","2021-09-21",15878
"Western Cape","Pfizer","2021-09-22",16532
"Western Cape","Pfizer","2021-09-23",15302
"Western Cape","Pfizer","2021-09-24",720
"Western Cape","Pfizer","2021-09-25",1712
"Western Cape","Pfizer","2021-09-26",143
"Western Cape","Pfizer","2021-09-27",10560
"Western Cape","Pfizer","2021-09-28",12492
"Western Cape","Pfizer","2021-09-29",12305
"Western Cape","Pfizer","2021-09-30",12677
"Western Cape","Pfizer","2021-10-01",13698
"Western Cape","Pfizer","2021-10-02",8838
"Western Cape","Pfizer","2021-10-03",4284
"Western Cape","Pfizer","2021-10-04",10507
"Western Cape","Pfizer","2021-10-05",11625
"Western Cape","Pfizer","2021-10-06",12047
"Western Cape","Pfizer","2021-10-07",11205
"Western Cape","Pfizer","2021-10-08",11680
"Western Cape","Pfizer","2021-10-09",2038
"Western Cape","Pfizer","2021-10-10",388
"Western Cape","Pfizer","2021-10-11",7616
"Western Cape","Pfizer","2021-10-12",8153
"Western Cape","Pfizer","2021-10-13",8744
"Western Cape","Pfizer","2021-10-14",9156
"Western Cape","Pfizer","2021-10-15",10416
"Western Cape","Pfizer","2021-10-16",1738
"Western Cape","Pfizer","2021-10-17",252
"Western Cape","Pfizer","2021-10-18",6441
"Western Cape","Pfizer","2021-10-19",7080
"Western Cape","Pfizer","2021-10-20",7580
"Western Cape","Pfizer","2021-10-21",7067
"Western Cape","Pfizer","2021-10-22",7412
"Western Cape","Pfizer","2021-10-23",1367
"Western Cape","Pfizer","2021-10-24",97
"Western Cape","Pfizer","2021-10-25",6352
"Western Cape","Pfizer","2021-10-26",6817
"Western Cape","Pfizer","2021-10-27",6671
"Western Cape","Pfizer","2021-10-28",6382
"Western Cape","Pfizer","2021-10-29",6282
"Western Cape","Pfizer","2021-10-30",1171
"Western Cape","Pfizer","2021-10-31",75
"Western Cape","Pfizer","2021-11-01",558
"Western Cape","Pfizer","2021-11-02",4956
"Western Cape","Pfizer","2021-11-03",4810
"Western Cape","Pfizer","2021-11-04",4947
"Western Cape","Pfizer","2021-11-05",5170
"Western Cape","Pfizer","2021-11-06",877
"Western Cape","Pfizer","2021-11-07",49
"Western Cape","Pfizer","2021-11-08",3890
"Western Cape","Pfizer","2021-11-09",4575
"Western Cape","Pfizer","2021-11-10",4831
"Western Cape","Pfizer","2021-11-11",4667
"Western Cape","Pfizer","2021-11-12",4893
"Western Cape","Pfizer","2021-11-13",2189
"Western Cape","Pfizer","2021-11-14",494
"Western Cape","Pfizer","2021-11-15",3965
"Western Cape","Pfizer","2021-11-16",4477
"Western Cape","Pfizer","2021-11-17",3934
"Western Cape","Pfizer","2021-11-18",4366
"Western Cape","Pfizer","2021-11-19",4490
"Western Cape","Pfizer","2021-11-20",784
"Western Cape","Pfizer","2021-11-21",100
"Western Cape","Pfizer","2021-11-22",3612
"Western Cape","Pfizer","2021-11-23",4071
"Western Cape","Pfizer","2021-11-24",4165
"Western Cape","Pfizer","2021-11-25",4416
"Western Cape","Pfizer","2021-11-26",4501
"Western Cape","Pfizer","2021-11-27",933
"Western Cape","Pfizer","2021-11-28",86
"Western Cape","Pfizer","2021-11-29",6766
"Western Cape","Pfizer","2021-11-30",7344
"Western Cape","Pfizer","2021-12-01",7045
"Western Cape","Pfizer","2021-12-02",6246
"Western Cape","Pfizer","2021-12-03",6604
"Western Cape","Pfizer","2021-12-04",2121
