"province","vaccine_manufacturer","vaccination_date","total_number_individuals_vaccinated"
"Gauteng","Johnson & Johnson","2021-06-15",45
"Gauteng","Johnson & Johnson","2021-06-16",10
"Gauteng","Johnson & Johnson","2021-06-17",38
"Gauteng","Johnson & Johnson","2021-06-18",52
"Gauteng","Johnson & Johnson","2021-06-19",3
"Gauteng","Johnson & Johnson","2021-06-20",10
"Gauteng","Johnson & Johnson","2021-06-21",214
"Gauteng","Johnson & Johnson","2021-06-22",48
"Gauteng","Johnson & Johnson","2021-06-23",8643
"Gauteng","Johnson & Johnson","2021-06-24",12209
"Gauteng","Johnson & Johnson","2021-06-25",10825
"Gauteng","Johnson & Johnson","2021-06-26",119
"Gauteng","Johnson & Johnson","2021-06-27",113
"Gauteng","Johnson & Johnson","2021-06-28",9148
"Gauteng","Johnson & Johnson","2021-06-29",8910
"Gauteng","Johnson & Johnson","2021-06-30",9899
"Gauteng","Johnson & Johnson","2021-07-01",9457
"Gauteng","Johnson & Johnson","2021-07-02",6292
"Gauteng","Johnson & Johnson","2021-07-03",85
"Gauteng","Johnson & Johnson","2021-07-04",19
"Gauteng","Johnson & Johnson","2021-07-05",4530
"Gauteng","Johnson & Johnson","2021-07-06",4079
"Gauteng","Johnson & Johnson","2021-07-07",5485
"Gauteng","Johnson & Johnson","2021-07-08",5575
"Gauteng","Johnson & Johnson","2021-07-09",5106
"Gauteng","Johnson & Johnson","2021-07-10",579
"Gauteng","Johnson & Johnson","2021-07-11",139
"Gauteng","Johnson & Johnson","2021-07-12",3129
"Gauteng","Johnson & Johnson","2021-07-13",2919
"Gauteng","Johnson & Johnson","2021-07-14",4015
"Gauteng","Johnson & Johnson","2021-07-15",3685
"Gauteng","Johnson & Johnson","2021-07-16",3904
"Gauteng","Johnson & Johnson","2021-07-17",534
"Gauteng","Johnson & Johnson","2021-07-18",30
"Gauteng","Johnson & Johnson","2021-07-19",5833
"Gauteng","Johnson & Johnson","2021-07-20",7105
"Gauteng","Johnson & Johnson","2021-07-21",9452
"Gauteng","Johnson & Johnson","2021-07-22",6608
"Gauteng","Johnson & Johnson","2021-07-23",6978
"Gauteng","Johnson & Johnson","2021-07-24",917
"Gauteng","Johnson & Johnson","2021-07-25",758
"Gauteng","Johnson & Johnson","2021-07-26",10391
"Gauteng","Johnson & Johnson","2021-07-27",14831
"Gauteng","Johnson & Johnson","2021-07-28",20205
"Gauteng","Johnson & Johnson","2021-07-29",18353
"Gauteng","Johnson & Johnson","2021-07-30",19071
"Gauteng","Johnson & Johnson","2021-07-31",2669
"Gauteng","Johnson & Johnson","2021-08-01",1146
"Gauteng","Johnson & Johnson","2021-08-02",15704
"Gauteng","Johnson & Johnson","2021-08-03",16094
"Gauteng","Johnson & Johnson","2021-08-04",16306
"Gauteng","Johnson & Johnson","2021-08-05",15665
"Gauteng","Johnson & Johnson","2021-08-06",11964
"Gauteng","Johnson & Johnson","2021-08-07",3575
"Gauteng","Johnson & Johnson","2021-08-08",1212
"Gauteng","Johnson & Johnson","2021-08-09",1222
"Gauteng","Johnson & Johnson","2021-08-10",11881
"Gauteng","Johnson & Johnson","2021-08-11",13745
"Gauteng","Johnson & Johnson","2021-08-12",12184
"Gauteng","Johnson & Johnson","2021-08-13",10550
"Gauteng","Johnson & Johnson","2021-08-14",2232
"Gauteng","Johnson & Johnson","2021-08-15",427
"Gauteng","Johnson & Johnson","2021-08-16",10184
"Gauteng","Johnson & Johnson","2021-08-17",10248
"Gauteng","Johnson & Johnson","2021-08-18",8947
"Gauteng","Johnson & Johnson","2021-08-19",7843
"Gauteng","Johnson & Johnson","2021-08-20",12991
"Gauteng","Johnson & Johnson","2021-08-21",4954
"Gauteng","Johnson & Johnson","2021-08-22",1562
"Gauteng","Johnson & Johnson","2021-08-23",12742
"Gauteng","Johnson & Johnson","2021-08-24",11204
"Gauteng","Johnson & Johnson","2021-08-25",11598
"Gauteng","Johnson & Johnson","2021-08-26",10972
"Gauteng","Johnson & Johnson","2021-08-27",10800
"Gauteng","Johnson & Johnson","2021-08-28",5263
"Gauteng","Johnson & Johnson","2021-08-29",1587
"Gauteng","Johnson & Johnson","2021-08-30",9292
"Gauteng","Johnson & Johnson","2021-08-31",8672
"Gauteng","Johnson & Johnson","2021-09-01",8837
"Gauteng","Johnson & Johnson","2021-09-02",7879
"Gauteng","Johnson & Johnson","2021-09-03",8267
"Gauteng","Johnson & Johnson","2021-09-04",3618
"Gauteng","Johnson & Johnson","2021-09-05",1093
"Gauteng","Johnson & Johnson","2021-09-06",7357
"Gauteng","Johnson & Johnson","2021-09-07",7868
"Gauteng","Johnson & Johnson","2021-09-08",7846
"Gauteng","Johnson & Johnson","2021-09-09",7359
"Gauteng","Johnson & Johnson","2021-09-10",8148
"Gauteng","Johnson & Johnson","2021-09-11",3878
"Gauteng","Johnson & Johnson","2021-09-12",1235
"Gauteng","Johnson & Johnson","2021-09-13",7315
"Gauteng","Johnson & Johnson","2021-09-14",8129
"Gauteng","Johnson & Johnson","2021-09-15",8845
"Gauteng","Johnson & Johnson","2021-09-16",7781
"Gauteng","Johnson & Johnson","2021-09-17",7220
"Gauteng","Johnson & Johnson","2021-09-18",6229
"Gauteng","Johnson & Johnson","2021-09-19",4152
"Gauteng","Johnson & Johnson","2021-09-20",6046
"Gauteng","Johnson & Johnson","2021-09-21",6386
"Gauteng","Johnson & Johnson","2021-09-22",7061
"Gauteng","Johnson & Johnson","2021-09-23",6697
"Gauteng","Johnson & Johnson","2021-09-24",1235
"Gauteng","Johnson & Johnson","2021-09-25",1987
"Gauteng","Johnson & Johnson","2021-09-26",1130
"Gauteng","Johnson & Johnson","2021-09-27",5102
"Gauteng","Johnson & Johnson","2021-09-28",5546
"Gauteng","Johnson & Johnson","2021-09-29",5883
"Gauteng","Johnson & Johnson","2021-09-30",5039
"Gauteng","Johnson & Johnson","2021-10-01",6016
"Gauteng","Johnson & Johnson","2021-10-02",9253
"Gauteng","Johnson & Johnson","2021-10-03",7045
"Gauteng","Johnson & Johnson","2021-10-04",6739
"Gauteng","Johnson & Johnson","2021-10-05",7047
"Gauteng","Johnson & Johnson","2021-10-06",8449
"Gauteng","Johnson & Johnson","2021-10-07",7697
"Gauteng","Johnson & Johnson","2021-10-08",6867
"Gauteng","Johnson & Johnson","2021-10-09",3017
"Gauteng","Johnson & Johnson","2021-10-10",1495
"Gauteng","Johnson & Johnson","2021-10-11",6738
"Gauteng","Johnson & Johnson","2021-10-12",7643
"Gauteng","Johnson & Johnson","2021-10-13",8294
"Gauteng","Johnson & Johnson","2021-10-14",8543
"Gauteng","Johnson & Johnson","2021-10-15",8767
"Gauteng","Johnson & Johnson","2021-10-16",4284
"Gauteng","Johnson & Johnson","2021-10-17",1948
"Gauteng","Johnson & Johnson","2021-10-18",7631
"Gauteng","Johnson & Johnson","2021-10-19",8407
"Gauteng","Johnson & Johnson","2021-10-20",9255
"Gauteng","Johnson & Johnson","2021-10-21",8419
"Gauteng","Johnson & Johnson","2021-10-22",7649
"Gauteng","Johnson & Johnson","2021-10-23",4024
"Gauteng","Johnson & Johnson","2021-10-24",1362
"Gauteng","Johnson & Johnson","2021-10-25",4911
"Gauteng","Johnson & Johnson","2021-10-26",5078
"Gauteng","Johnson & Johnson","2021-10-27",5035
"Gauteng","Johnson & Johnson","2021-10-28",4585
"Gauteng","Johnson & Johnson","2021-10-29",5008
"Gauteng","Johnson & Johnson","2021-10-30",3157
"Gauteng","Johnson & Johnson","2021-10-31",1404
"Gauteng","Johnson & Johnson","2021-11-01",6845
"Gauteng","Johnson & Johnson","2021-11-02",5092
"Gauteng","Johnson & Johnson","2021-11-03",5345
"Gauteng","Johnson & Johnson","2021-11-04",5490
"Gauteng","Johnson & Johnson","2021-11-05",5434
"Gauteng","Johnson & Johnson","2021-11-06",2551
"Gauteng","Johnson & Johnson","2021-11-07",1351
"Gauteng","Johnson & Johnson","2021-11-08",3196
"Gauteng","Johnson & Johnson","2021-11-09",5009
"Gauteng","Johnson & Johnson","2021-11-10",4895
"Gauteng","Johnson & Johnson","2021-11-11",5609
"Gauteng","Johnson & Johnson","2021-11-12",7045
"Gauteng","Johnson & Johnson","2021-11-13",6909
"Gauteng","Johnson & Johnson","2021-11-14",5479
"Gauteng","Johnson & Johnson","2021-11-15",4678
"Gauteng","Johnson & Johnson","2021-11-16",5333
"Gauteng","Johnson & Johnson","2021-11-17",5782
"Gauteng","Johnson & Johnson","2021-11-18",5066
"Gauteng","Johnson & Johnson","2021-11-19",5268
"Gauteng","Johnson & Johnson","2021-11-20",2380
"Gauteng","Johnson & Johnson","2021-11-21",921
"Gauteng","Johnson & Johnson","2021-11-22",4328
"Gauteng","Johnson & Johnson","2021-11-23",5093
"Gauteng","Johnson & Johnson","2021-11-24",5806
"Gauteng","Johnson & Johnson","2021-11-25",4634
"Gauteng","Johnson & Johnson","2021-11-26",4187
"Gauteng","Johnson & Johnson","2021-11-27",1693
"Gauteng","Johnson & Johnson","2021-11-28",733
"Gauteng","Johnson & Johnson","2021-11-29",6627
"Gauteng","Johnson & Johnson","2021-11-30",7164
"Gauteng","Johnson & Johnson","2021-12-01",7375
"Gauteng","Johnson & Johnson","2021-12-02",5752
"Gauteng","Johnson & Johnson","2021-12-03",6398
"Gauteng","Johnson & Johnson","2021-12-04",5177
"Gauteng","Johnson & Johnson","2021-12-05",3029
"Gauteng","Johnson & Johnson","2021-12-06",5611
"Gauteng","Johnson & Johnson","2021-12-07",6387
"Gauteng","Johnson & Johnson","2021-12-08",6399
"Gauteng","Johnson & Johnson","2021-12-09",6571
"Gauteng","Johnson & Johnson","2021-12-10",6549
"Gauteng","Johnson & Johnson","2021-12-11",2852
"Gauteng","Johnson & Johnson","2021-12-12",1140
"Gauteng","Johnson & Johnson","2021-12-13",5329
"Gauteng","Johnson & Johnson","2021-12-14",6574
"Gauteng","Johnson & Johnson","2021-12-15",4746
"Gauteng","Pfizer","2021-05-17",3055
"Gauteng","Pfizer","2021-05-18",6972
"Gauteng","Pfizer","2021-05-19",9652
"Gauteng","Pfizer","2021-05-20",11677
"Gauteng","Pfizer","2021-05-21",12601
"Gauteng","Pfizer","2021-05-22",1562
"Gauteng","Pfizer","2021-05-23",643
"Gauteng","Pfizer","2021-05-24",14011
"Gauteng","Pfizer","2021-05-25",17979
"Gauteng","Pfizer","2021-05-26",20038
"Gauteng","Pfizer","2021-05-27",23896
"Gauteng","Pfizer","2021-05-28",20331
"Gauteng","Pfizer","2021-05-29",832
"Gauteng","Pfizer","2021-05-30",33
"Gauteng","Pfizer","2021-05-31",22692
"Gauteng","Pfizer","2021-06-01",20450
"Gauteng","Pfizer","2021-06-02",20263
"Gauteng","Pfizer","2021-06-03",19416
"Gauteng","Pfizer","2021-06-04",17490
"Gauteng","Pfizer","2021-06-05",579
"Gauteng","Pfizer","2021-06-06",72
"Gauteng","Pfizer","2021-06-07",21570
"Gauteng","Pfizer","2021-06-08",21898
"Gauteng","Pfizer","2021-06-09",21348
"Gauteng","Pfizer","2021-06-10",18006
"Gauteng","Pfizer","2021-06-11",19665
"Gauteng","Pfizer","2021-06-12",459
"Gauteng","Pfizer","2021-06-13",231
"Gauteng","Pfizer","2021-06-14",19933
"Gauteng","Pfizer","2021-06-15",19915
"Gauteng","Pfizer","2021-06-16",133
"Gauteng","Pfizer","2021-06-17",20305
"Gauteng","Pfizer","2021-06-18",17789
"Gauteng","Pfizer","2021-06-19",239
"Gauteng","Pfizer","2021-06-20",198
"Gauteng","Pfizer","2021-06-21",20822
"Gauteng","Pfizer","2021-06-22",18614
"Gauteng","Pfizer","2021-06-23",13796
"Gauteng","Pfizer","2021-06-24",13360
"Gauteng","Pfizer","2021-06-25",12417
"Gauteng","Pfizer","2021-06-26",1063
"Gauteng","Pfizer","2021-06-27",652
"Gauteng","Pfizer","2021-06-28",14069
"Gauteng","Pfizer","2021-06-29",13178
"Gauteng","Pfizer","2021-06-30",10739
"Gauteng","Pfizer","2021-07-01",12215
"Gauteng","Pfizer","2021-07-02",15495
"Gauteng","Pfizer","2021-07-03",3559
"Gauteng","Pfizer","2021-07-04",3092
"Gauteng","Pfizer","2021-07-05",21775
"Gauteng","Pfizer","2021-07-06",24111
"Gauteng","Pfizer","2021-07-07",30899
"Gauteng","Pfizer","2021-07-08",26057
"Gauteng","Pfizer","2021-07-09",26004
"Gauteng","Pfizer","2021-07-10",4684
"Gauteng","Pfizer","2021-07-11",3335
"Gauteng","Pfizer","2021-07-12",26361
"Gauteng","Pfizer","2021-07-13",18549
"Gauteng","Pfizer","2021-07-14",18179
"Gauteng","Pfizer","2021-07-15",26264
"Gauteng","Pfizer","2021-07-16",34767
"Gauteng","Pfizer","2021-07-17",7815
"Gauteng","Pfizer","2021-07-18",4716
"Gauteng","Pfizer","2021-07-19",41244
"Gauteng","Pfizer","2021-07-20",37505
"Gauteng","Pfizer","2021-07-21",40863
"Gauteng","Pfizer","2021-07-22",38122
"Gauteng","Pfizer","2021-07-23",35962
"Gauteng","Pfizer","2021-07-24",7690
"Gauteng","Pfizer","2021-07-25",5631
"Gauteng","Pfizer","2021-07-26",33142
"Gauteng","Pfizer","2021-07-27",30690
"Gauteng","Pfizer","2021-07-28",27594
"Gauteng","Pfizer","2021-07-29",24793
"Gauteng","Pfizer","2021-07-30",23863
"Gauteng","Pfizer","2021-07-31",4815
"Gauteng","Pfizer","2021-08-01",4934
"Gauteng","Pfizer","2021-08-02",23330
"Gauteng","Pfizer","2021-08-03",22105
"Gauteng","Pfizer","2021-08-04",22051
"Gauteng","Pfizer","2021-08-05",20931
"Gauteng","Pfizer","2021-08-06",24807
"Gauteng","Pfizer","2021-08-07",5672
"Gauteng","Pfizer","2021-08-08",2489
"Gauteng","Pfizer","2021-08-09",482
"Gauteng","Pfizer","2021-08-10",20309
"Gauteng","Pfizer","2021-08-11",22661
"Gauteng","Pfizer","2021-08-12",21419
"Gauteng","Pfizer","2021-08-13",21081
"Gauteng","Pfizer","2021-08-14",5566
"Gauteng","Pfizer","2021-08-15",2374
"Gauteng","Pfizer","2021-08-16",18856
"Gauteng","Pfizer","2021-08-17",19653
"Gauteng","Pfizer","2021-08-18",19143
"Gauteng","Pfizer","2021-08-19",20515
"Gauteng","Pfizer","2021-08-20",42243
"Gauteng","Pfizer","2021-08-21",12880
"Gauteng","Pfizer","2021-08-22",5754
"Gauteng","Pfizer","2021-08-23",40902
"Gauteng","Pfizer","2021-08-24",44368
"Gauteng","Pfizer","2021-08-25",43727
"Gauteng","Pfizer","2021-08-26",42153
"Gauteng","Pfizer","2021-08-27",42657
"Gauteng","Pfizer","2021-08-28",11781
"Gauteng","Pfizer","2021-08-29",4119
"Gauteng","Pfizer","2021-08-30",33701
"Gauteng","Pfizer","2021-08-31",33783
"Gauteng","Pfizer","2021-09-01",32581
"Gauteng","Pfizer","2021-09-02",30290
"Gauteng","Pfizer","2021-09-03",33101
"Gauteng","Pfizer","2021-09-04",9071
"Gauteng","Pfizer","2021-09-05",2799
"Gauteng","Pfizer","2021-09-06",28495
"Gauteng","Pfizer","2021-09-07",27945
"Gauteng","Pfizer","2021-09-08",27789
"Gauteng","Pfizer","2021-09-09",31872
"Gauteng","Pfizer","2021-09-10",35472
"Gauteng","Pfizer","2021-09-11",8379
"Gauteng","Pfizer","2021-09-12",2254
"Gauteng","Pfizer","2021-09-13",33921
"Gauteng","Pfizer","2021-09-14",39212
"Gauteng","Pfizer","2021-09-15",38752
"Gauteng","Pfizer","2021-09-16",35638
"Gauteng","Pfizer","2021-09-17",35996
"Gauteng","Pfizer","2021-09-18",7243
"Gauteng","Pfizer","2021-09-19",2636
"Gauteng","Pfizer","2021-09-20",29696
"Gauteng","Pfizer","2021-09-21",27348
"Gauteng","Pfizer","2021-09-22",24722
"Gauteng","Pfizer","2021-09-23",24725
"Gauteng","Pfizer","2021-09-24",1977
"Gauteng","Pfizer","2021-09-25",4273
"Gauteng","Pfizer","2021-09-26",1156
"Gauteng","Pfizer","2021-09-27",19437
"Gauteng","Pfizer","2021-09-28",20102
"Gauteng","Pfizer","2021-09-29",19473
"Gauteng","Pfizer","2021-09-30",16864
"Gauteng","Pfizer","2021-10-01",18409
"Gauteng","Pfizer","2021-10-02",9989
"Gauteng","Pfizer","2021-10-03",4240
"Gauteng","Pfizer","2021-10-04",19745
"Gauteng","Pfizer","2021-10-05",19575
"Gauteng","Pfizer","2021-10-06",20988
"Gauteng","Pfizer","2021-10-07",20294
"Gauteng","Pfizer","2021-10-08",20709
"Gauteng","Pfizer","2021-10-09",4861
"Gauteng","Pfizer","2021-10-10",1937
"Gauteng","Pfizer","2021-10-11",19959
"Gauteng","Pfizer","2021-10-12",20946
"Gauteng","Pfizer","2021-10-13",19858
"Gauteng","Pfizer","2021-10-14",21408
"Gauteng","Pfizer","2021-10-15",20917
"Gauteng","Pfizer","2021-10-16",4346
"Gauteng","Pfizer","2021-10-17",1505
"Gauteng","Pfizer","2021-10-18",18127
"Gauteng","Pfizer","2021-10-19",18914
"Gauteng","Pfizer","2021-10-20",18974
"Gauteng","Pfizer","2021-10-21",18764
"Gauteng","Pfizer","2021-10-22",18374
"Gauteng","Pfizer","2021-10-23",6049
"Gauteng","Pfizer","2021-10-24",1560
"Gauteng","Pfizer","2021-10-25",16535
"Gauteng","Pfizer","2021-10-26",16507
"Gauteng","Pfizer","2021-10-27",16399
"Gauteng","Pfizer","2021-10-28",16122
"Gauteng","Pfizer","2021-10-29",17495
"Gauteng","Pfizer","2021-10-30",4640
"Gauteng","Pfizer","2021-10-31",985
"Gauteng","Pfizer","2021-11-01",3776
"Gauteng","Pfizer","2021-11-02",13875
"Gauteng","Pfizer","2021-11-03",13212
"Gauteng","Pfizer","2021-11-04",12361
"Gauteng","Pfizer","2021-11-05",13195
"Gauteng","Pfizer","2021-11-06",3335
"Gauteng","Pfizer","2021-11-07",662
"Gauteng","Pfizer","2021-11-08",9995
"Gauteng","Pfizer","2021-11-09",12272
"Gauteng","Pfizer","2021-11-10",12066
"Gauteng","Pfizer","2021-11-11",12866
"Gauteng","Pfizer","2021-11-12",13440
"Gauteng","Pfizer","2021-11-13",6119
"Gauteng","Pfizer","2021-11-14",2289
"Gauteng","Pfizer","2021-11-15",12897
"Gauteng","Pfizer","2021-11-16",12723
"Gauteng","Pfizer","2021-11-17",12880
"Gauteng","Pfizer","2021-11-18",11752
"Gauteng","Pfizer","2021-11-19",11556
"Gauteng","Pfizer","2021-11-20",3435
"Gauteng","Pfizer","2021-11-21",690
"Gauteng","Pfizer","2021-11-22",11281
"Gauteng","Pfizer","2021-11-23",12006
"Gauteng","Pfizer","2021-11-24",12050
"Gauteng","Pfizer","2021-11-25",10404
"Gauteng","Pfizer","2021-11-26",10842
"Gauteng","Pfizer","2021-11-27",3418
"Gauteng","Pfizer","2021-11-28",1075
"Gauteng","Pfizer","2021-11-29",19397
"Gauteng","Pfizer","2021-11-30",19992
"Gauteng","Pfizer","2021-12-01",18235
"Gauteng","Pfizer","2021-12-02",15505
"Gauteng","Pfizer","2021-12-03",16536
"Gauteng","Pfizer","2021-12-04",6112
"Gauteng","Pfizer","2021-12-05",2096
"Gauteng","Pfizer","2021-12-06",15781
"Gauteng","Pfizer","2021-12-07",15787
"Gauteng","Pfizer","2021-12-08",14691
"Gauteng","Pfizer","2021-12-09",13768
"Gauteng","Pfizer","2021-12-10",12471
"Gauteng","Pfizer","2021-12-11",3688
"Gauteng","Pfizer","2021-12-12",847
"Gauteng","Pfizer","2021-12-13",9826
"Gauteng","Pfizer","2021-12-14",10573
"Gauteng","Pfizer","2021-12-15",9187
"KwaZulu-Natal","Johnson & Johnson","2021-02-17",48
"KwaZulu-Natal","Johnson & Johnson","2021-02-18",378
"KwaZulu-Natal","Johnson & Johnson","2021-02-19",879
"KwaZulu-Natal","Johnson & Johnson","2021-02-21",1
"KwaZulu-Natal","Johnson & Johnson","2021-02-22",1059
"KwaZulu-Natal","Johnson & Johnson","2021-02-23",1399
"KwaZulu-Natal","Johnson & Johnson","2021-02-24",1800
"KwaZulu-Natal","Johnson & Johnson","2021-02-25",1969
"KwaZulu-Natal","Johnson & Johnson","2021-02-26",2110
"KwaZulu-Natal","Johnson & Johnson","2021-03-01",714
"KwaZulu-Natal","Johnson & Johnson","2021-03-02",236
"KwaZulu-Natal","Johnson & Johnson","2021-03-03",1349
"KwaZulu-Natal","Johnson & Johnson","2021-03-04",1791
"KwaZulu-Natal","Johnson & Johnson","2021-03-05",1827
"KwaZulu-Natal","Johnson & Johnson","2021-03-08",1525
"KwaZulu-Natal","Johnson & Johnson","2021-03-09",2748
"KwaZulu-Natal","Johnson & Johnson","2021-03-10",2427
"KwaZulu-Natal","Johnson & Johnson","2021-03-11",2210
"KwaZulu-Natal","Johnson & Johnson","2021-03-12",1308
"KwaZulu-Natal","Johnson & Johnson","2021-03-15",36
"KwaZulu-Natal","Johnson & Johnson","2021-03-16",1452
"KwaZulu-Natal","Johnson & Johnson","2021-03-17",2442
"KwaZulu-Natal","Johnson & Johnson","2021-03-18",2596
"KwaZulu-Natal","Johnson & Johnson","2021-03-19",1279
"KwaZulu-Natal","Johnson & Johnson","2021-03-23",2312
"KwaZulu-Natal","Johnson & Johnson","2021-03-24",2778
"KwaZulu-Natal","Johnson & Johnson","2021-03-25",2458
"KwaZulu-Natal","Johnson & Johnson","2021-03-26",1461
"KwaZulu-Natal","Johnson & Johnson","2021-03-29",920
"KwaZulu-Natal","Johnson & Johnson","2021-03-30",2356
"KwaZulu-Natal","Johnson & Johnson","2021-03-31",2434
"KwaZulu-Natal","Johnson & Johnson","2021-04-01",360
"KwaZulu-Natal","Johnson & Johnson","2021-04-07",1019
"KwaZulu-Natal","Johnson & Johnson","2021-04-08",1678
"KwaZulu-Natal","Johnson & Johnson","2021-04-09",296
"KwaZulu-Natal","Johnson & Johnson","2021-04-13",20
"KwaZulu-Natal","Johnson & Johnson","2021-04-21",2
"KwaZulu-Natal","Johnson & Johnson","2021-04-24",58
"KwaZulu-Natal","Johnson & Johnson","2021-04-26",1
"KwaZulu-Natal","Johnson & Johnson","2021-04-28",2165
"KwaZulu-Natal","Johnson & Johnson","2021-04-29",2686
"KwaZulu-Natal","Johnson & Johnson","2021-04-30",3026
"KwaZulu-Natal","Johnson & Johnson","2021-05-01",648
"KwaZulu-Natal","Johnson & Johnson","2021-05-02",502
"KwaZulu-Natal","Johnson & Johnson","2021-05-03",2415
"KwaZulu-Natal","Johnson & Johnson","2021-05-04",3368
"KwaZulu-Natal","Johnson & Johnson","2021-05-05",3765
"KwaZulu-Natal","Johnson & Johnson","2021-05-06",3652
"KwaZulu-Natal","Johnson & Johnson","2021-05-07",3805
"KwaZulu-Natal","Johnson & Johnson","2021-05-09",1
"KwaZulu-Natal","Johnson & Johnson","2021-05-10",3108
"KwaZulu-Natal","Johnson & Johnson","2021-05-11",4023
"KwaZulu-Natal","Johnson & Johnson","2021-05-12",2283
"KwaZulu-Natal","Johnson & Johnson","2021-05-13",3109
"KwaZulu-Natal","Johnson & Johnson","2021-05-14",2487
"KwaZulu-Natal","Johnson & Johnson","2021-05-17",46
"KwaZulu-Natal","Johnson & Johnson","2021-05-18",1
"KwaZulu-Natal","Johnson & Johnson","2021-05-19",2
"KwaZulu-Natal","Johnson & Johnson","2021-05-20",2
"KwaZulu-Natal","Johnson & Johnson","2021-05-21",1
"KwaZulu-Natal","Johnson & Johnson","2021-05-23",2
"KwaZulu-Natal","Johnson & Johnson","2021-05-25",7
"KwaZulu-Natal","Johnson & Johnson","2021-05-26",4
"KwaZulu-Natal","Johnson & Johnson","2021-05-27",5
"KwaZulu-Natal","Johnson & Johnson","2021-05-28",2
"KwaZulu-Natal","Johnson & Johnson","2021-05-31",43
"KwaZulu-Natal","Johnson & Johnson","2021-06-01",75
"KwaZulu-Natal","Johnson & Johnson","2021-06-03",1
"KwaZulu-Natal","Johnson & Johnson","2021-06-04",2
"KwaZulu-Natal","Johnson & Johnson","2021-06-06",1
"KwaZulu-Natal","Johnson & Johnson","2021-06-07",6
"KwaZulu-Natal","Johnson & Johnson","2021-06-08",4
"KwaZulu-Natal","Johnson & Johnson","2021-06-09",13
"KwaZulu-Natal","Johnson & Johnson","2021-06-10",4
"KwaZulu-Natal","Johnson & Johnson","2021-06-11",3
"KwaZulu-Natal","Johnson & Johnson","2021-06-14",3
"KwaZulu-Natal","Johnson & Johnson","2021-06-15",5
"KwaZulu-Natal","Johnson & Johnson","2021-06-16",3
"KwaZulu-Natal","Johnson & Johnson","2021-06-17",5
"KwaZulu-Natal","Johnson & Johnson","2021-06-18",1
"KwaZulu-Natal","Johnson & Johnson","2021-06-19",1
"KwaZulu-Natal","Johnson & Johnson","2021-06-20",1
"KwaZulu-Natal","Johnson & Johnson","2021-06-21",12
"KwaZulu-Natal","Johnson & Johnson","2021-06-22",6
"KwaZulu-Natal","Johnson & Johnson","2021-06-23",21600
"KwaZulu-Natal","Johnson & Johnson","2021-06-24",22483
"KwaZulu-Natal","Johnson & Johnson","2021-06-25",15682
"KwaZulu-Natal","Johnson & Johnson","2021-06-26",62
"KwaZulu-Natal","Johnson & Johnson","2021-06-27",138
"KwaZulu-Natal","Johnson & Johnson","2021-06-28",6712
"KwaZulu-Natal","Johnson & Johnson","2021-06-29",1811
"KwaZulu-Natal","Johnson & Johnson","2021-06-30",10195
"KwaZulu-Natal","Johnson & Johnson","2021-07-01",6385
"KwaZulu-Natal","Johnson & Johnson","2021-07-02",2676
"KwaZulu-Natal","Johnson & Johnson","2021-07-03",76
"KwaZulu-Natal","Johnson & Johnson","2021-07-04",73
"KwaZulu-Natal","Johnson & Johnson","2021-07-05",2745
"KwaZulu-Natal","Johnson & Johnson","2021-07-06",4878
"KwaZulu-Natal","Johnson & Johnson","2021-07-07",4999
"KwaZulu-Natal","Johnson & Johnson","2021-07-08",5463
"KwaZulu-Natal","Johnson & Johnson","2021-07-09",6321
"KwaZulu-Natal","Johnson & Johnson","2021-07-10",178
"KwaZulu-Natal","Johnson & Johnson","2021-07-11",24
"KwaZulu-Natal","Johnson & Johnson","2021-07-12",101
"KwaZulu-Natal","Johnson & Johnson","2021-07-13",41
"KwaZulu-Natal","Johnson & Johnson","2021-07-14",244
"KwaZulu-Natal","Johnson & Johnson","2021-07-15",156
"KwaZulu-Natal","Johnson & Johnson","2021-07-16",349
"KwaZulu-Natal","Johnson & Johnson","2021-07-17",490
"KwaZulu-Natal","Johnson & Johnson","2021-07-18",471
"KwaZulu-Natal","Johnson & Johnson","2021-07-19",1411
"KwaZulu-Natal","Johnson & Johnson","2021-07-20",3707
"KwaZulu-Natal","Johnson & Johnson","2021-07-21",7953
"KwaZulu-Natal","Johnson & Johnson","2021-07-22",8542
"KwaZulu-Natal","Johnson & Johnson","2021-07-23",13328
"KwaZulu-Natal","Johnson & Johnson","2021-07-24",2914
"KwaZulu-Natal","Johnson & Johnson","2021-07-25",3648
"KwaZulu-Natal","Johnson & Johnson","2021-07-26",13917
"KwaZulu-Natal","Johnson & Johnson","2021-07-27",20622
"KwaZulu-Natal","Johnson & Johnson","2021-07-28",22429
"KwaZulu-Natal","Johnson & Johnson","2021-07-29",16621
"KwaZulu-Natal","Johnson & Johnson","2021-07-30",9705
"KwaZulu-Natal","Johnson & Johnson","2021-07-31",1716
"KwaZulu-Natal","Johnson & Johnson","2021-08-01",970
"KwaZulu-Natal","Johnson & Johnson","2021-08-02",2322
"KwaZulu-Natal","Johnson & Johnson","2021-08-03",5371
"KwaZulu-Natal","Johnson & Johnson","2021-08-04",12865
"KwaZulu-Natal","Johnson & Johnson","2021-08-05",13969
"KwaZulu-Natal","Johnson & Johnson","2021-08-06",13926
"KwaZulu-Natal","Johnson & Johnson","2021-08-07",3919
"KwaZulu-Natal","Johnson & Johnson","2021-08-08",2159
