"province","age_group","sex","vaccination_date","total_number_individuals_vaccinated"
"KwaZulu-Natal","60+","Male","2021-08-11",920
"KwaZulu-Natal","60+","Male","2021-08-12",835
"KwaZulu-Natal","60+","Male","2021-08-13",543
"KwaZulu-Natal","60+","Male","2021-08-14",159
"KwaZulu-Natal","60+","Male","2021-08-15",111
"KwaZulu-Natal","60+","Male","2021-08-16",683
"KwaZulu-Natal","60+","Male","2021-08-17",798
"KwaZulu-Natal","60+","Male","2021-08-18",685
"KwaZulu-Natal","60+","Male","2021-08-19",685
"KwaZulu-Natal","60+","Male","2021-08-20",587
"KwaZulu-Natal","60+","Male","2021-08-21",133
"KwaZulu-Natal","60+","Male","2021-08-22",81
"KwaZulu-Natal","60+","Male","2021-08-23",477
"KwaZulu-Natal","60+","Male","2021-08-24",569
"KwaZulu-Natal","60+","Male","2021-08-25",595
"KwaZulu-Natal","60+","Male","2021-08-26",515
"KwaZulu-Natal","60+","Male","2021-08-27",494
"KwaZulu-Natal","60+","Male","2021-08-28",84
"KwaZulu-Natal","60+","Male","2021-08-29",76
"KwaZulu-Natal","60+","Male","2021-08-30",497
"KwaZulu-Natal","60+","Male","2021-08-31",509
"KwaZulu-Natal","60+","Male","2021-09-01",471
"KwaZulu-Natal","60+","Male","2021-09-02",500
"KwaZulu-Natal","60+","Male","2021-09-03",475
"KwaZulu-Natal","60+","Male","2021-09-04",110
"KwaZulu-Natal","60+","Male","2021-09-05",72
"KwaZulu-Natal","60+","Male","2021-09-06",342
"KwaZulu-Natal","60+","Male","2021-09-07",194
"KwaZulu-Natal","60+","Male","2021-09-08",318
"KwaZulu-Natal","60+","Male","2021-09-09",412
"KwaZulu-Natal","60+","Male","2021-09-10",466
"KwaZulu-Natal","60+","Male","2021-09-11",128
"KwaZulu-Natal","60+","Male","2021-09-12",68
"KwaZulu-Natal","60+","Male","2021-09-13",533
"KwaZulu-Natal","60+","Male","2021-09-14",571
"KwaZulu-Natal","60+","Male","2021-09-15",501
"KwaZulu-Natal","60+","Male","2021-09-16",393
"KwaZulu-Natal","60+","Male","2021-09-17",395
"KwaZulu-Natal","60+","Male","2021-09-18",106
"KwaZulu-Natal","60+","Male","2021-09-19",54
"KwaZulu-Natal","60+","Male","2021-09-20",438
"KwaZulu-Natal","60+","Male","2021-09-21",387
"KwaZulu-Natal","60+","Male","2021-09-22",341
"KwaZulu-Natal","60+","Male","2021-09-23",324
"KwaZulu-Natal","60+","Male","2021-09-24",105
"KwaZulu-Natal","60+","Male","2021-09-25",84
"KwaZulu-Natal","60+","Male","2021-09-26",45
"KwaZulu-Natal","60+","Male","2021-09-27",267
"KwaZulu-Natal","60+","Male","2021-09-28",275
"KwaZulu-Natal","60+","Male","2021-09-29",222
"KwaZulu-Natal","60+","Male","2021-09-30",213
"KwaZulu-Natal","60+","Male","2021-10-01",357
"KwaZulu-Natal","60+","Male","2021-10-02",265
"KwaZulu-Natal","60+","Male","2021-10-03",211
"KwaZulu-Natal","60+","Male","2021-10-04",298
"KwaZulu-Natal","60+","Male","2021-10-05",302
"KwaZulu-Natal","60+","Male","2021-10-06",275
"KwaZulu-Natal","60+","Male","2021-10-07",247
"KwaZulu-Natal","60+","Male","2021-10-08",297
"KwaZulu-Natal","60+","Male","2021-10-09",104
"KwaZulu-Natal","60+","Male","2021-10-10",73
"KwaZulu-Natal","60+","Male","2021-10-11",268
"KwaZulu-Natal","60+","Male","2021-10-12",282
"KwaZulu-Natal","60+","Male","2021-10-13",318
"KwaZulu-Natal","60+","Male","2021-10-14",319
"KwaZulu-Natal","60+","Male","2021-10-15",261
"KwaZulu-Natal","60+","Male","2021-10-16",99
"KwaZulu-Natal","60+","Male","2021-10-17",55
"KwaZulu-Natal","60+","Male","2021-10-18",198
"KwaZulu-Natal","60+","Male","2021-10-19",250
"KwaZulu-Natal","60+","Male","2021-10-20",241
"KwaZulu-Natal","60+","Male","2021-10-21",213
"KwaZulu-Natal","60+","Male","2021-10-22",248
"KwaZulu-Natal","60+","Male","2021-10-23",88
"KwaZulu-Natal","60+","Male","2021-10-24",43
"KwaZulu-Natal","60+","Male","2021-10-25",189
"KwaZulu-Natal","60+","Male","2021-10-26",193
"KwaZulu-Natal","60+","Male","2021-10-27",160
"KwaZulu-Natal","60+","Male","2021-10-28",178
"KwaZulu-Natal","60+","Male","2021-10-29",180
"KwaZulu-Natal","60+","Male","2021-10-30",70
"KwaZulu-Natal","60+","Male","2021-10-31",52
"KwaZulu-Natal","60+","Male","2021-11-01",244
"KwaZulu-Natal","60+","Male","2021-11-02",182
"KwaZulu-Natal","60+","Male","2021-11-03",246
"KwaZulu-Natal","60+","Male","2021-11-04",207
"KwaZulu-Natal","60+","Male","2021-11-05",165
"KwaZulu-Natal","60+","Male","2021-11-06",43
"KwaZulu-Natal","60+","Male","2021-11-07",33
"KwaZulu-Natal","60+","Male","2021-11-08",174
"KwaZulu-Natal","60+","Male","2021-11-09",133
"KwaZulu-Natal","60+","Male","2021-11-10",161
"KwaZulu-Natal","60+","Male","2021-11-11",181
"KwaZulu-Natal","60+","Male","2021-11-12",180
"KwaZulu-Natal","60+","Male","2021-11-13",110
"KwaZulu-Natal","60+","Male","2021-11-14",98
"KwaZulu-Natal","60+","Male","2021-11-15",192
"KwaZulu-Natal","60+","Male","2021-11-16",223
"KwaZulu-Natal","60+","Male","2021-11-17",167
"KwaZulu-Natal","60+","Male","2021-11-18",144
"KwaZulu-Natal","60+","Male","2021-11-19",141
"KwaZulu-Natal","60+","Male","2021-11-20",65
"KwaZulu-Natal","60+","Male","2021-11-21",51
"KwaZulu-Natal","60+","Male","2021-11-22",128
"KwaZulu-Natal","60+","Male","2021-11-23",129
"KwaZulu-Natal","60+","Male","2021-11-24",164
"KwaZulu-Natal","60+","Male","2021-11-25",168
"KwaZulu-Natal","60+","Male","2021-11-26",121
"KwaZulu-Natal","60+","Male","2021-11-27",53
"KwaZulu-Natal","60+","Male","2021-11-28",44
"KwaZulu-Natal","60+","Male","2021-11-29",241
"KwaZulu-Natal","60+","Male","2021-11-30",242
"KwaZulu-Natal","60+","Male","2021-12-01",245
"KwaZulu-Natal","60+","Male","2021-12-02",173
"KwaZulu-Natal","60+","Male","2021-12-03",198
"KwaZulu-Natal","60+","Male","2021-12-04",89
"KwaZulu-Natal","60+","Male","2021-12-05",37
"KwaZulu-Natal","60+","Male","2021-12-06",198
"KwaZulu-Natal","60+","Male","2021-12-07",181
"KwaZulu-Natal","60+","Male","2021-12-08",184
"KwaZulu-Natal","60+","Male","2021-12-09",142
"KwaZulu-Natal","60+","Male","2021-12-10",122
"KwaZulu-Natal","60+","Male","2021-12-11",43
"KwaZulu-Natal","60+","Male","2021-12-12",22
"KwaZulu-Natal","60+","Male","2021-12-13",115
"KwaZulu-Natal","60+","Male","2021-12-14",122
"KwaZulu-Natal","60+","Male","2021-12-15",100
"KwaZulu-Natal","Unidentified","Female","2021-03-11",1
"KwaZulu-Natal","Unidentified","Female","2021-03-16",2
"KwaZulu-Natal","Unidentified","Female","2021-03-17",1
"KwaZulu-Natal","Unidentified","Female","2021-03-18",2
"KwaZulu-Natal","Unidentified","Female","2021-03-30",1
"KwaZulu-Natal","Unidentified","Female","2021-05-01",1
"KwaZulu-Natal","Unidentified","Female","2021-05-06",1
"KwaZulu-Natal","Unidentified","Female","2021-05-17",1
"KwaZulu-Natal","Unidentified","Female","2021-05-18",1
"KwaZulu-Natal","Unidentified","Female","2021-05-19",5
"KwaZulu-Natal","Unidentified","Female","2021-05-21",6
"KwaZulu-Natal","Unidentified","Female","2021-05-24",8
"KwaZulu-Natal","Unidentified","Female","2021-05-25",11
"KwaZulu-Natal","Unidentified","Female","2021-05-26",10
"KwaZulu-Natal","Unidentified","Female","2021-05-27",8
"KwaZulu-Natal","Unidentified","Female","2021-05-28",12
"KwaZulu-Natal","Unidentified","Female","2021-05-29",3
"KwaZulu-Natal","Unidentified","Female","2021-05-30",1
"KwaZulu-Natal","Unidentified","Female","2021-05-31",14
"KwaZulu-Natal","Unidentified","Female","2021-06-01",13
"KwaZulu-Natal","Unidentified","Female","2021-06-02",17
"KwaZulu-Natal","Unidentified","Female","2021-06-03",8
"KwaZulu-Natal","Unidentified","Female","2021-06-04",11
"KwaZulu-Natal","Unidentified","Female","2021-06-05",6
"KwaZulu-Natal","Unidentified","Female","2021-06-07",17
"KwaZulu-Natal","Unidentified","Female","2021-06-08",14
"KwaZulu-Natal","Unidentified","Female","2021-06-09",20
"KwaZulu-Natal","Unidentified","Female","2021-06-10",12
"KwaZulu-Natal","Unidentified","Female","2021-06-11",17
"KwaZulu-Natal","Unidentified","Female","2021-06-12",6
"KwaZulu-Natal","Unidentified","Female","2021-06-13",2
"KwaZulu-Natal","Unidentified","Female","2021-06-14",14
"KwaZulu-Natal","Unidentified","Female","2021-06-15",8
"KwaZulu-Natal","Unidentified","Female","2021-06-16",4
"KwaZulu-Natal","Unidentified","Female","2021-06-17",20
"KwaZulu-Natal","Unidentified","Female","2021-06-18",13
"KwaZulu-Natal","Unidentified","Female","2021-06-19",2
"KwaZulu-Natal","Unidentified","Female","2021-06-20",1
"KwaZulu-Natal","Unidentified","Female","2021-06-21",12
"KwaZulu-Natal","Unidentified","Female","2021-06-22",14
"KwaZulu-Natal","Unidentified","Female","2021-06-23",14
"KwaZulu-Natal","Unidentified","Female","2021-06-24",5
"KwaZulu-Natal","Unidentified","Female","2021-06-25",10
"KwaZulu-Natal","Unidentified","Female","2021-06-26",3
"KwaZulu-Natal","Unidentified","Female","2021-06-27",1
"KwaZulu-Natal","Unidentified","Female","2021-06-28",5
"KwaZulu-Natal","Unidentified","Female","2021-06-29",10
"KwaZulu-Natal","Unidentified","Female","2021-06-30",10
"KwaZulu-Natal","Unidentified","Female","2021-07-01",10
"KwaZulu-Natal","Unidentified","Female","2021-07-02",9
"KwaZulu-Natal","Unidentified","Female","2021-07-03",3
"KwaZulu-Natal","Unidentified","Female","2021-07-04",1
"KwaZulu-Natal","Unidentified","Female","2021-07-05",5
"KwaZulu-Natal","Unidentified","Female","2021-07-06",6
"KwaZulu-Natal","Unidentified","Female","2021-07-07",6
"KwaZulu-Natal","Unidentified","Female","2021-07-08",8
"KwaZulu-Natal","Unidentified","Female","2021-07-09",5
"KwaZulu-Natal","Unidentified","Female","2021-07-10",1
"KwaZulu-Natal","Unidentified","Female","2021-07-11",1
"KwaZulu-Natal","Unidentified","Female","2021-07-12",0
"KwaZulu-Natal","Unidentified","Female","2021-07-13",2
"KwaZulu-Natal","Unidentified","Female","2021-07-14",0
"KwaZulu-Natal","Unidentified","Female","2021-07-15",0
"KwaZulu-Natal","Unidentified","Female","2021-07-16",3
"KwaZulu-Natal","Unidentified","Female","2021-07-17",1
"KwaZulu-Natal","Unidentified","Female","2021-07-18",0
"KwaZulu-Natal","Unidentified","Female","2021-07-19",1
"KwaZulu-Natal","Unidentified","Female","2021-07-20",3
"KwaZulu-Natal","Unidentified","Female","2021-07-21",4
"KwaZulu-Natal","Unidentified","Female","2021-07-22",3
"KwaZulu-Natal","Unidentified","Female","2021-07-23",2
"KwaZulu-Natal","Unidentified","Female","2021-07-24",0
"KwaZulu-Natal","Unidentified","Female","2021-07-25",0
"KwaZulu-Natal","Unidentified","Female","2021-07-26",5
"KwaZulu-Natal","Unidentified","Female","2021-07-27",1
"KwaZulu-Natal","Unidentified","Female","2021-07-28",5
"KwaZulu-Natal","Unidentified","Female","2021-07-29",4
"KwaZulu-Natal","Unidentified","Female","2021-07-30",4
"KwaZulu-Natal","Unidentified","Female","2021-07-31",2
"KwaZulu-Natal","Unidentified","Female","2021-08-01",2
"KwaZulu-Natal","Unidentified","Female","2021-08-02",0
"KwaZulu-Natal","Unidentified","Female","2021-08-03",2
"KwaZulu-Natal","Unidentified","Female","2021-08-04",2
"KwaZulu-Natal","Unidentified","Female","2021-08-05",3
"KwaZulu-Natal","Unidentified","Female","2021-08-06",1
"KwaZulu-Natal","Unidentified","Female","2021-08-07",0
"KwaZulu-Natal","Unidentified","Female","2021-08-10",2
"KwaZulu-Natal","Unidentified","Female","2021-08-11",2
"KwaZulu-Natal","Unidentified","Female","2021-08-12",2
"KwaZulu-Natal","Unidentified","Female","2021-08-13",0
"KwaZulu-Natal","Unidentified","Female","2021-08-14",1
"KwaZulu-Natal","Unidentified","Female","2021-08-15",2
"KwaZulu-Natal","Unidentified","Female","2021-08-16",2
"KwaZulu-Natal","Unidentified","Female","2021-08-17",1
"KwaZulu-Natal","Unidentified","Female","2021-08-18",1
"KwaZulu-Natal","Unidentified","Female","2021-08-19",1
"KwaZulu-Natal","Unidentified","Female","2021-08-20",3
"KwaZulu-Natal","Unidentified","Female","2021-08-21",0
"KwaZulu-Natal","Unidentified","Female","2021-08-22",1
"KwaZulu-Natal","Unidentified","Female","2021-08-23",1
"KwaZulu-Natal","Unidentified","Female","2021-08-24",1
"KwaZulu-Natal","Unidentified","Female","2021-08-25",3
"KwaZulu-Natal","Unidentified","Female","2021-08-26",3
"KwaZulu-Natal","Unidentified","Female","2021-08-27",1
"KwaZulu-Natal","Unidentified","Female","2021-08-31",4
"KwaZulu-Natal","Unidentified","Female","2021-09-01",0
"KwaZulu-Natal","Unidentified","Female","2021-09-02",1
"KwaZulu-Natal","Unidentified","Female","2021-09-03",0
"KwaZulu-Natal","Unidentified","Female","2021-09-04",1
"KwaZulu-Natal","Unidentified","Female","2021-09-06",0
"KwaZulu-Natal","Unidentified","Female","2021-09-07",1
"KwaZulu-Natal","Unidentified","Female","2021-09-08",0
"KwaZulu-Natal","Unidentified","Female","2021-09-09",3
"KwaZulu-Natal","Unidentified","Female","2021-09-10",2
"KwaZulu-Natal","Unidentified","Female","2021-09-11",1
"KwaZulu-Natal","Unidentified","Female","2021-09-12",1
"KwaZulu-Natal","Unidentified","Female","2021-09-13",3
"KwaZulu-Natal","Unidentified","Female","2021-09-14",1
"KwaZulu-Natal","Unidentified","Female","2021-09-15",6
"KwaZulu-Natal","Unidentified","Female","2021-09-16",0
"KwaZulu-Natal","Unidentified","Female","2021-09-17",1
"KwaZulu-Natal","Unidentified","Female","2021-09-19",1
"KwaZulu-Natal","Unidentified","Female","2021-09-20",0
"KwaZulu-Natal","Unidentified","Female","2021-09-21",2
"KwaZulu-Natal","Unidentified","Female","2021-09-22",4
"KwaZulu-Natal","Unidentified","Female","2021-09-23",1
"KwaZulu-Natal","Unidentified","Female","2021-09-24",1
"KwaZulu-Natal","Unidentified","Female","2021-09-26",1
"KwaZulu-Natal","Unidentified","Female","2021-09-28",1
"KwaZulu-Natal","Unidentified","Female","2021-09-29",1
"KwaZulu-Natal","Unidentified","Female","2021-09-30",1
"KwaZulu-Natal","Unidentified","Female","2021-10-01",4
"KwaZulu-Natal","Unidentified","Female","2021-10-02",0
"KwaZulu-Natal","Unidentified","Female","2021-10-03",1
"KwaZulu-Natal","Unidentified","Female","2021-10-04",0
"KwaZulu-Natal","Unidentified","Female","2021-10-05",1
"KwaZulu-Natal","Unidentified","Female","2021-10-06",2
"KwaZulu-Natal","Unidentified","Female","2021-10-07",1
"KwaZulu-Natal","Unidentified","Female","2021-10-08",1
"KwaZulu-Natal","Unidentified","Female","2021-10-09",1
"KwaZulu-Natal","Unidentified","Female","2021-10-10",2
"KwaZulu-Natal","Unidentified","Female","2021-10-11",5
"KwaZulu-Natal","Unidentified","Female","2021-10-12",1
"KwaZulu-Natal","Unidentified","Female","2021-10-13",3
"KwaZulu-Natal","Unidentified","Female","2021-10-14",3
"KwaZulu-Natal","Unidentified","Female","2021-10-16",1
"KwaZulu-Natal","Unidentified","Female","2021-10-17",1
"KwaZulu-Natal","Unidentified","Female","2021-10-18",9
"KwaZulu-Natal","Unidentified","Female","2021-10-19",8
"KwaZulu-Natal","Unidentified","Female","2021-10-20",1
"KwaZulu-Natal","Unidentified","Female","2021-10-21",0
"KwaZulu-Natal","Unidentified","Female","2021-10-22",0
"KwaZulu-Natal","Unidentified","Female","2021-10-25",0
"KwaZulu-Natal","Unidentified","Female","2021-10-26",1
"KwaZulu-Natal","Unidentified","Female","2021-10-30",1
"KwaZulu-Natal","Unidentified","Female","2021-10-31",2
"KwaZulu-Natal","Unidentified","Female","2021-11-01",1
"KwaZulu-Natal","Unidentified","Female","2021-11-02",1
"KwaZulu-Natal","Unidentified","Female","2021-11-03",3
"KwaZulu-Natal","Unidentified","Female","2021-11-05",1
"KwaZulu-Natal","Unidentified","Female","2021-11-06",1
"KwaZulu-Natal","Unidentified","Female","2021-11-08",1
"KwaZulu-Natal","Unidentified","Female","2021-11-09",0
"KwaZulu-Natal","Unidentified","Female","2021-11-10",1
"KwaZulu-Natal","Unidentified","Female","2021-11-11",2
"KwaZulu-Natal","Unidentified","Female","2021-11-12",1
"KwaZulu-Natal","Unidentified","Female","2021-11-13",2
"KwaZulu-Natal","Unidentified","Female","2021-11-14",1
"KwaZulu-Natal","Unidentified","Female","2021-11-15",2
"KwaZulu-Natal","Unidentified","Female","2021-11-17",0
"KwaZulu-Natal","Unidentified","Female","2021-11-18",3
"KwaZulu-Natal","Unidentified","Female","2021-11-24",1
"KwaZulu-Natal","Unidentified","Female","2021-12-02",1
"KwaZulu-Natal","Unidentified","Female","2021-12-05",2
"KwaZulu-Natal","Unidentified","Female","2021-12-10",1
"KwaZulu-Natal","Unidentified","Female","2021-12-14",0
"KwaZulu-Natal","Unidentified","Male","2021-02-17",1
"KwaZulu-Natal","Unidentified","Male","2021-02-23",1
"KwaZulu-Natal","Unidentified","Male","2021-03-17",1
"KwaZulu-Natal","Unidentified","Male","2021-03-23",1
"KwaZulu-Natal","Unidentified","Male","2021-05-18",1
"KwaZulu-Natal","Unidentified","Male","2021-05-19",1
"KwaZulu-Natal","Unidentified","Male","2021-05-21",1
"KwaZulu-Natal","Unidentified","Male","2021-05-22",1
"KwaZulu-Natal","Unidentified","Male","2021-05-24",1
"KwaZulu-Natal","Unidentified","Male","2021-05-25",2
"KwaZulu-Natal","Unidentified","Male","2021-05-26",1
"KwaZulu-Natal","Unidentified","Male","2021-05-27",3
"KwaZulu-Natal","Unidentified","Male","2021-05-28",3
"KwaZulu-Natal","Unidentified","Male","2021-05-29",1
"KwaZulu-Natal","Unidentified","Male","2021-05-30",1
"KwaZulu-Natal","Unidentified","Male","2021-05-31",1
"KwaZulu-Natal","Unidentified","Male","2021-06-01",1
"KwaZulu-Natal","Unidentified","Male","2021-06-02",2
"KwaZulu-Natal","Unidentified","Male","2021-06-08",6
"KwaZulu-Natal","Unidentified","Male","2021-06-09",3
"KwaZulu-Natal","Unidentified","Male","2021-06-10",4
"KwaZulu-Natal","Unidentified","Male","2021-06-13",2
"KwaZulu-Natal","Unidentified","Male","2021-06-14",4
"KwaZulu-Natal","Unidentified","Male","2021-06-15",3
"KwaZulu-Natal","Unidentified","Male","2021-06-17",1
"KwaZulu-Natal","Unidentified","Male","2021-06-18",3
"KwaZulu-Natal","Unidentified","Male","2021-06-21",1
"KwaZulu-Natal","Unidentified","Male","2021-06-22",2
"KwaZulu-Natal","Unidentified","Male","2021-06-23",1
"KwaZulu-Natal","Unidentified","Male","2021-06-24",1
"KwaZulu-Natal","Unidentified","Male","2021-06-25",1
"KwaZulu-Natal","Unidentified","Male","2021-06-26",1
"KwaZulu-Natal","Unidentified","Male","2021-06-28",1
"KwaZulu-Natal","Unidentified","Male","2021-06-29",1
"KwaZulu-Natal","Unidentified","Male","2021-06-30",0
"KwaZulu-Natal","Unidentified","Male","2021-07-02",0
"KwaZulu-Natal","Unidentified","Male","2021-07-05",3
"KwaZulu-Natal","Unidentified","Male","2021-07-06",0
"KwaZulu-Natal","Unidentified","Male","2021-07-07",0
"KwaZulu-Natal","Unidentified","Male","2021-07-08",1
"KwaZulu-Natal","Unidentified","Male","2021-07-09",1
"KwaZulu-Natal","Unidentified","Male","2021-07-11",0
"KwaZulu-Natal","Unidentified","Male","2021-07-15",0
"KwaZulu-Natal","Unidentified","Male","2021-07-16",1
"KwaZulu-Natal","Unidentified","Male","2021-07-19",2
"KwaZulu-Natal","Unidentified","Male","2021-07-20",3
"KwaZulu-Natal","Unidentified","Male","2021-07-21",2
"KwaZulu-Natal","Unidentified","Male","2021-07-22",0
"KwaZulu-Natal","Unidentified","Male","2021-07-23",2
"KwaZulu-Natal","Unidentified","Male","2021-07-26",3
"KwaZulu-Natal","Unidentified","Male","2021-07-27",0
"KwaZulu-Natal","Unidentified","Male","2021-07-28",3
"KwaZulu-Natal","Unidentified","Male","2021-07-30",0
"KwaZulu-Natal","Unidentified","Male","2021-07-31",3
"KwaZulu-Natal","Unidentified","Male","2021-08-02",1
"KwaZulu-Natal","Unidentified","Male","2021-08-03",3
"KwaZulu-Natal","Unidentified","Male","2021-08-04",0
"KwaZulu-Natal","Unidentified","Male","2021-08-06",0
"KwaZulu-Natal","Unidentified","Male","2021-08-07",2
"KwaZulu-Natal","Unidentified","Male","2021-08-09",0
"KwaZulu-Natal","Unidentified","Male","2021-08-10",0
"KwaZulu-Natal","Unidentified","Male","2021-08-12",0
"KwaZulu-Natal","Unidentified","Male","2021-08-13",0
"KwaZulu-Natal","Unidentified","Male","2021-08-14",1
"KwaZulu-Natal","Unidentified","Male","2021-08-16",0
"KwaZulu-Natal","Unidentified","Male","2021-08-17",1
"KwaZulu-Natal","Unidentified","Male","2021-08-18",1
"KwaZulu-Natal","Unidentified","Male","2021-08-20",1
"KwaZulu-Natal","Unidentified","Male","2021-08-23",1
"KwaZulu-Natal","Unidentified","Male","2021-08-24",1
"KwaZulu-Natal","Unidentified","Male","2021-08-25",1
"KwaZulu-Natal","Unidentified","Male","2021-08-26",0
"KwaZulu-Natal","Unidentified","Male","2021-08-27",2
"KwaZulu-Natal","Unidentified","Male","2021-08-30",1
"KwaZulu-Natal","Unidentified","Male","2021-08-31",4
"KwaZulu-Natal","Unidentified","Male","2021-09-01",2
"KwaZulu-Natal","Unidentified","Male","2021-09-02",0
"KwaZulu-Natal","Unidentified","Male","2021-09-07",3
"KwaZulu-Natal","Unidentified","Male","2021-09-08",1
"KwaZulu-Natal","Unidentified","Male","2021-09-09",1
"KwaZulu-Natal","Unidentified","Male","2021-09-10",1
"KwaZulu-Natal","Unidentified","Male","2021-09-11",3
"KwaZulu-Natal","Unidentified","Male","2021-09-12",1
"KwaZulu-Natal","Unidentified","Male","2021-09-13",1
"KwaZulu-Natal","Unidentified","Male","2021-09-15",2
"KwaZulu-Natal","Unidentified","Male","2021-09-16",0
"KwaZulu-Natal","Unidentified","Male","2021-09-17",1
"KwaZulu-Natal","Unidentified","Male","2021-09-21",2
"KwaZulu-Natal","Unidentified","Male","2021-09-22",3
"KwaZulu-Natal","Unidentified","Male","2021-09-25",1
"KwaZulu-Natal","Unidentified","Male","2021-09-28",1
"KwaZulu-Natal","Unidentified","Male","2021-09-29",1
"KwaZulu-Natal","Unidentified","Male","2021-09-30",1
"KwaZulu-Natal","Unidentified","Male","2021-10-01",3
"KwaZulu-Natal","Unidentified","Male","2021-10-02",2
"KwaZulu-Natal","Unidentified","Male","2021-10-04",0
"KwaZulu-Natal","Unidentified","Male","2021-10-05",2
"KwaZulu-Natal","Unidentified","Male","2021-10-06",1
"KwaZulu-Natal","Unidentified","Male","2021-10-07",4
"KwaZulu-Natal","Unidentified","Male","2021-10-08",0
"KwaZulu-Natal","Unidentified","Male","2021-10-09",0
"KwaZulu-Natal","Unidentified","Male","2021-10-10",1
"KwaZulu-Natal","Unidentified","Male","2021-10-11",2
"KwaZulu-Natal","Unidentified","Male","2021-10-12",2
"KwaZulu-Natal","Unidentified","Male","2021-10-13",2
"KwaZulu-Natal","Unidentified","Male","2021-10-14",1
"KwaZulu-Natal","Unidentified","Male","2021-10-15",1
"KwaZulu-Natal","Unidentified","Male","2021-10-17",2
"KwaZulu-Natal","Unidentified","Male","2021-10-18",4
"KwaZulu-Natal","Unidentified","Male","2021-10-19",13
"KwaZulu-Natal","Unidentified","Male","2021-10-26",1
"KwaZulu-Natal","Unidentified","Male","2021-11-01",1
"KwaZulu-Natal","Unidentified","Male","2021-11-04",2
"KwaZulu-Natal","Unidentified","Male","2021-11-07",1
"KwaZulu-Natal","Unidentified","Male","2021-11-10",1
"KwaZulu-Natal","Unidentified","Male","2021-11-11",2
"KwaZulu-Natal","Unidentified","Male","2021-11-12",1
"KwaZulu-Natal","Unidentified","Male","2021-11-13",2
"KwaZulu-Natal","Unidentified","Male","2021-11-14",1
"KwaZulu-Natal","Unidentified","Male","2021-11-15",4
"KwaZulu-Natal","Unidentified","Male","2021-11-16",1
"KwaZulu-Natal","Unidentified","Male","2021-11-17",1
"KwaZulu-Natal","Unidentified","Male","2021-11-18",2
"KwaZulu-Natal","Unidentified","Male","2021-11-23",1
"KwaZulu-Natal","Unidentified","Male","2021-12-13",1
"KwaZulu-Natal","Unidentified","Male","2021-12-14",0
"Limpopo","18-34","Female","2021-02-19",2
"Limpopo","18-34","Female","2021-02-20",45
"Limpopo","18-34","Female","2021-02-21",76
"Limpopo","18-34","Female","2021-02-22",111
"Limpopo","18-34","Female","2021-02-23",157
"Limpopo","18-34","Female","2021-02-24",152
"Limpopo","18-34","Female","2021-02-25",160
"Limpopo","18-34","Female","2021-02-26",102
"Limpopo","18-34","Female","2021-02-27",56
"Limpopo","18-34","Female","2021-03-01",7
"Limpopo","18-34","Female","2021-03-02",17
"Limpopo","18-34","Female","2021-03-03",65
"Limpopo","18-34","Female","2021-03-04",47
"Limpopo","18-34","Female","2021-03-05",59
"Limpopo","18-34","Female","2021-03-06",76
"Limpopo","18-34","Female","2021-03-07",14
"Limpopo","18-34","Female","2021-03-09",46
"Limpopo","18-34","Female","2021-03-10",55
"Limpopo","18-34","Female","2021-03-11",30
"Limpopo","18-34","Female","2021-03-12",159
"Limpopo","18-34","Female","2021-03-15",1
"Limpopo","18-34","Female","2021-03-16",101
"Limpopo","18-34","Female","2021-03-17",85
"Limpopo","18-34","Female","2021-03-18",24
"Limpopo","18-34","Female","2021-03-19",142
"Limpopo","18-34","Female","2021-03-23",81
"Limpopo","18-34","Female","2021-03-24",103
"Limpopo","18-34","Female","2021-03-25",74
"Limpopo","18-34","Female","2021-03-26",106
"Limpopo","18-34","Female","2021-03-29",109
"Limpopo","18-34","Female","2021-03-30",104
"Limpopo","18-34","Female","2021-03-31",89
"Limpopo","18-34","Female","2021-04-01",14
"Limpopo","18-34","Female","2021-04-28",68
"Limpopo","18-34","Female","2021-04-29",53
"Limpopo","18-34","Female","2021-04-30",97
"Limpopo","18-34","Female","2021-05-03",64
"Limpopo","18-34","Female","2021-05-04",99
"Limpopo","18-34","Female","2021-05-05",139
"Limpopo","18-34","Female","2021-05-06",123
"Limpopo","18-34","Female","2021-05-07",141
"Limpopo","18-34","Female","2021-05-08",22
"Limpopo","18-34","Female","2021-05-10",34
"Limpopo","18-34","Female","2021-05-11",72
"Limpopo","18-34","Female","2021-05-12",80
"Limpopo","18-34","Female","2021-05-13",167
"Limpopo","18-34","Female","2021-05-14",144
"Limpopo","18-34","Female","2021-05-15",63
"Limpopo","18-34","Female","2021-05-17",51
"Limpopo","18-34","Female","2021-05-18",202
"Limpopo","18-34","Female","2021-05-19",141
"Limpopo","18-34","Female","2021-05-20",107
"Limpopo","18-34","Female","2021-05-21",100
"Limpopo","18-34","Female","2021-05-22",2
"Limpopo","18-34","Female","2021-05-24",62
"Limpopo","18-34","Female","2021-05-25",129
"Limpopo","18-34","Female","2021-05-26",84
"Limpopo","18-34","Female","2021-05-27",62
"Limpopo","18-34","Female","2021-05-28",30
"Limpopo","18-34","Female","2021-05-31",47
"Limpopo","18-34","Female","2021-06-01",39
"Limpopo","18-34","Female","2021-06-02",57
"Limpopo","18-34","Female","2021-06-03",48
"Limpopo","18-34","Female","2021-06-04",16
