"province","age_group","sex","vaccination_date","total_number_individuals_vaccinated"
"Limpopo","18-34","Female","2021-06-07",28
"Limpopo","18-34","Female","2021-06-08",63
"Limpopo","18-34","Female","2021-06-09",68
"Limpopo","18-34","Female","2021-06-10",51
"Limpopo","18-34","Female","2021-06-11",13
"Limpopo","18-34","Female","2021-06-13",1
"Limpopo","18-34","Female","2021-06-14",19
"Limpopo","18-34","Female","2021-06-15",21
"Limpopo","18-34","Female","2021-06-16",6
"Limpopo","18-34","Female","2021-06-17",16
"Limpopo","18-34","Female","2021-06-18",3
"Limpopo","18-34","Female","2021-06-20",3
"Limpopo","18-34","Female","2021-06-21",19
"Limpopo","18-34","Female","2021-06-22",10
"Limpopo","18-34","Female","2021-06-23",31
"Limpopo","18-34","Female","2021-06-24",24
"Limpopo","18-34","Female","2021-06-25",1103
"Limpopo","18-34","Female","2021-06-26",840
"Limpopo","18-34","Female","2021-06-27",1
"Limpopo","18-34","Female","2021-06-28",45
"Limpopo","18-34","Female","2021-06-29",36
"Limpopo","18-34","Female","2021-06-30",45
"Limpopo","18-34","Female","2021-07-01",57
"Limpopo","18-34","Female","2021-07-02",1793
"Limpopo","18-34","Female","2021-07-03",1
"Limpopo","18-34","Female","2021-07-05",59
"Limpopo","18-34","Female","2021-07-06",53
"Limpopo","18-34","Female","2021-07-07",75
"Limpopo","18-34","Female","2021-07-08",58
"Limpopo","18-34","Female","2021-07-09",4751
"Limpopo","18-34","Female","2021-07-10",7
"Limpopo","18-34","Female","2021-07-12",85
"Limpopo","18-34","Female","2021-07-13",131
"Limpopo","18-34","Female","2021-07-14",99
"Limpopo","18-34","Female","2021-07-15",77
"Limpopo","18-34","Female","2021-07-16",2062
"Limpopo","18-34","Female","2021-07-17",11
"Limpopo","18-34","Female","2021-07-19",86
"Limpopo","18-34","Female","2021-07-20",107
"Limpopo","18-34","Female","2021-07-21",157
"Limpopo","18-34","Female","2021-07-22",107
"Limpopo","18-34","Female","2021-07-23",1059
"Limpopo","18-34","Female","2021-07-24",10
"Limpopo","18-34","Female","2021-07-25",5
"Limpopo","18-34","Female","2021-07-26",91
"Limpopo","18-34","Female","2021-07-27",168
"Limpopo","18-34","Female","2021-07-28",201
"Limpopo","18-34","Female","2021-07-29",153
"Limpopo","18-34","Female","2021-07-30",542
"Limpopo","18-34","Female","2021-07-31",27
"Limpopo","18-34","Female","2021-08-02",80
"Limpopo","18-34","Female","2021-08-03",76
"Limpopo","18-34","Female","2021-08-04",91
"Limpopo","18-34","Female","2021-08-05",300
"Limpopo","18-34","Female","2021-08-06",413
"Limpopo","18-34","Female","2021-08-07",15
"Limpopo","18-34","Female","2021-08-09",16
"Limpopo","18-34","Female","2021-08-10",175
"Limpopo","18-34","Female","2021-08-11",297
"Limpopo","18-34","Female","2021-08-12",120
"Limpopo","18-34","Female","2021-08-13",100
"Limpopo","18-34","Female","2021-08-14",16
"Limpopo","18-34","Female","2021-08-15",1
"Limpopo","18-34","Female","2021-08-16",82
"Limpopo","18-34","Female","2021-08-17",84
"Limpopo","18-34","Female","2021-08-18",126
"Limpopo","18-34","Female","2021-08-19",163
"Limpopo","18-34","Female","2021-08-20",2553
"Limpopo","18-34","Female","2021-08-21",2099
"Limpopo","18-34","Female","2021-08-22",140
"Limpopo","18-34","Female","2021-08-23",3036
"Limpopo","18-34","Female","2021-08-24",4763
"Limpopo","18-34","Female","2021-08-25",5325
"Limpopo","18-34","Female","2021-08-26",5927
"Limpopo","18-34","Female","2021-08-27",5510
"Limpopo","18-34","Female","2021-08-28",1988
"Limpopo","18-34","Female","2021-08-29",39
"Limpopo","18-34","Female","2021-08-30",4259
"Limpopo","18-34","Female","2021-08-31",4924
"Limpopo","18-34","Female","2021-09-01",5444
"Limpopo","18-34","Female","2021-09-02",5427
"Limpopo","18-34","Female","2021-09-03",3845
"Limpopo","18-34","Female","2021-09-04",2230
"Limpopo","18-34","Female","2021-09-05",115
"Limpopo","18-34","Female","2021-09-06",3614
"Limpopo","18-34","Female","2021-09-07",4303
"Limpopo","18-34","Female","2021-09-08",4326
"Limpopo","18-34","Female","2021-09-09",4786
"Limpopo","18-34","Female","2021-09-10",3948
"Limpopo","18-34","Female","2021-09-11",237
"Limpopo","18-34","Female","2021-09-12",35
"Limpopo","18-34","Female","2021-09-13",4190
"Limpopo","18-34","Female","2021-09-14",5196
"Limpopo","18-34","Female","2021-09-15",4561
"Limpopo","18-34","Female","2021-09-16",5414
"Limpopo","18-34","Female","2021-09-17",4162
"Limpopo","18-34","Female","2021-09-18",234
"Limpopo","18-34","Female","2021-09-19",86
"Limpopo","18-34","Female","2021-09-20",4791
"Limpopo","18-34","Female","2021-09-21",4884
"Limpopo","18-34","Female","2021-09-22",5065
"Limpopo","18-34","Female","2021-09-23",4725
"Limpopo","18-34","Female","2021-09-24",421
"Limpopo","18-34","Female","2021-09-25",366
"Limpopo","18-34","Female","2021-09-26",11
"Limpopo","18-34","Female","2021-09-27",3908
"Limpopo","18-34","Female","2021-09-28",4709
"Limpopo","18-34","Female","2021-09-29",4869
"Limpopo","18-34","Female","2021-09-30",4407
"Limpopo","18-34","Female","2021-10-01",5826
"Limpopo","18-34","Female","2021-10-02",2993
"Limpopo","18-34","Female","2021-10-03",83
"Limpopo","18-34","Female","2021-10-04",4421
"Limpopo","18-34","Female","2021-10-05",4778
"Limpopo","18-34","Female","2021-10-06",5163
"Limpopo","18-34","Female","2021-10-07",5118
"Limpopo","18-34","Female","2021-10-08",4486
"Limpopo","18-34","Female","2021-10-09",557
"Limpopo","18-34","Female","2021-10-10",11
"Limpopo","18-34","Female","2021-10-11",4679
"Limpopo","18-34","Female","2021-10-12",5028
"Limpopo","18-34","Female","2021-10-13",5736
"Limpopo","18-34","Female","2021-10-14",6131
"Limpopo","18-34","Female","2021-10-15",4571
"Limpopo","18-34","Female","2021-10-16",314
"Limpopo","18-34","Female","2021-10-17",8
"Limpopo","18-34","Female","2021-10-18",4035
"Limpopo","18-34","Female","2021-10-19",4327
"Limpopo","18-34","Female","2021-10-20",5957
"Limpopo","18-34","Female","2021-10-21",6476
"Limpopo","18-34","Female","2021-10-22",5163
"Limpopo","18-34","Female","2021-10-23",678
"Limpopo","18-34","Female","2021-10-24",175
"Limpopo","18-34","Female","2021-10-25",5406
"Limpopo","18-34","Female","2021-10-26",4317
"Limpopo","18-34","Female","2021-10-27",4247
"Limpopo","18-34","Female","2021-10-28",4182
"Limpopo","18-34","Female","2021-10-29",3357
"Limpopo","18-34","Female","2021-10-30",263
"Limpopo","18-34","Female","2021-10-31",21
"Limpopo","18-34","Female","2021-11-01",952
"Limpopo","18-34","Female","2021-11-02",2880
"Limpopo","18-34","Female","2021-11-03",3182
"Limpopo","18-34","Female","2021-11-04",2693
"Limpopo","18-34","Female","2021-11-05",2233
"Limpopo","18-34","Female","2021-11-06",188
"Limpopo","18-34","Female","2021-11-07",1
"Limpopo","18-34","Female","2021-11-08",1957
"Limpopo","18-34","Female","2021-11-09",2314
"Limpopo","18-34","Female","2021-11-10",2290
"Limpopo","18-34","Female","2021-11-11",2285
"Limpopo","18-34","Female","2021-11-12",1861
"Limpopo","18-34","Female","2021-11-13",924
"Limpopo","18-34","Female","2021-11-14",289
"Limpopo","18-34","Female","2021-11-15",2019
"Limpopo","18-34","Female","2021-11-16",1966
"Limpopo","18-34","Female","2021-11-17",2219
"Limpopo","18-34","Female","2021-11-18",2214
"Limpopo","18-34","Female","2021-11-19",1483
"Limpopo","18-34","Female","2021-11-20",235
"Limpopo","18-34","Female","2021-11-21",5
"Limpopo","18-34","Female","2021-11-22",1468
"Limpopo","18-34","Female","2021-11-23",1822
"Limpopo","18-34","Female","2021-11-24",2161
"Limpopo","18-34","Female","2021-11-25",1700
"Limpopo","18-34","Female","2021-11-26",1633
"Limpopo","18-34","Female","2021-11-27",600
"Limpopo","18-34","Female","2021-11-28",80
"Limpopo","18-34","Female","2021-11-29",2769
"Limpopo","18-34","Female","2021-11-30",3057
"Limpopo","18-34","Female","2021-12-01",3042
"Limpopo","18-34","Female","2021-12-02",2973
"Limpopo","18-34","Female","2021-12-03",2186
"Limpopo","18-34","Female","2021-12-04",1251
"Limpopo","18-34","Female","2021-12-05",271
"Limpopo","18-34","Female","2021-12-06",2371
"Limpopo","18-34","Female","2021-12-07",2239
"Limpopo","18-34","Female","2021-12-08",2313
"Limpopo","18-34","Female","2021-12-09",2050
"Limpopo","18-34","Female","2021-12-10",1818
"Limpopo","18-34","Female","2021-12-11",616
"Limpopo","18-34","Female","2021-12-12",12
"Limpopo","18-34","Female","2021-12-13",2088
"Limpopo","18-34","Female","2021-12-14",1668
"Limpopo","18-34","Female","2021-12-15",1664
"Limpopo","18-34","Male","2021-02-19",1
"Limpopo","18-34","Male","2021-02-20",18
"Limpopo","18-34","Male","2021-02-21",33
"Limpopo","18-34","Male","2021-02-22",54
"Limpopo","18-34","Male","2021-02-23",71
"Limpopo","18-34","Male","2021-02-24",68
"Limpopo","18-34","Male","2021-02-25",83
"Limpopo","18-34","Male","2021-02-26",48
"Limpopo","18-34","Male","2021-02-27",28
"Limpopo","18-34","Male","2021-03-01",5
"Limpopo","18-34","Male","2021-03-02",11
"Limpopo","18-34","Male","2021-03-03",27
"Limpopo","18-34","Male","2021-03-04",20
"Limpopo","18-34","Male","2021-03-05",23
"Limpopo","18-34","Male","2021-03-06",25
"Limpopo","18-34","Male","2021-03-07",2
"Limpopo","18-34","Male","2021-03-09",16
"Limpopo","18-34","Male","2021-03-10",21
"Limpopo","18-34","Male","2021-03-11",16
"Limpopo","18-34","Male","2021-03-12",65
"Limpopo","18-34","Male","2021-03-16",43
"Limpopo","18-34","Male","2021-03-17",30
"Limpopo","18-34","Male","2021-03-18",4
"Limpopo","18-34","Male","2021-03-19",56
"Limpopo","18-34","Male","2021-03-23",40
"Limpopo","18-34","Male","2021-03-24",36
"Limpopo","18-34","Male","2021-03-25",43
"Limpopo","18-34","Male","2021-03-26",43
"Limpopo","18-34","Male","2021-03-29",23
"Limpopo","18-34","Male","2021-03-30",36
"Limpopo","18-34","Male","2021-03-31",43
"Limpopo","18-34","Male","2021-04-01",3
"Limpopo","18-34","Male","2021-04-28",10
"Limpopo","18-34","Male","2021-04-29",27
"Limpopo","18-34","Male","2021-04-30",39
"Limpopo","18-34","Male","2021-05-03",41
"Limpopo","18-34","Male","2021-05-04",37
"Limpopo","18-34","Male","2021-05-05",72
"Limpopo","18-34","Male","2021-05-06",44
"Limpopo","18-34","Male","2021-05-07",76
"Limpopo","18-34","Male","2021-05-08",11
"Limpopo","18-34","Male","2021-05-10",16
"Limpopo","18-34","Male","2021-05-11",28
"Limpopo","18-34","Male","2021-05-12",35
"Limpopo","18-34","Male","2021-05-13",107
"Limpopo","18-34","Male","2021-05-14",92
"Limpopo","18-34","Male","2021-05-15",49
"Limpopo","18-34","Male","2021-05-17",32
"Limpopo","18-34","Male","2021-05-18",111
"Limpopo","18-34","Male","2021-05-19",70
"Limpopo","18-34","Male","2021-05-20",51
"Limpopo","18-34","Male","2021-05-21",58
"Limpopo","18-34","Male","2021-05-22",1
"Limpopo","18-34","Male","2021-05-24",28
"Limpopo","18-34","Male","2021-05-25",47
"Limpopo","18-34","Male","2021-05-26",35
"Limpopo","18-34","Male","2021-05-27",33
"Limpopo","18-34","Male","2021-05-28",7
"Limpopo","18-34","Male","2021-05-31",23
"Limpopo","18-34","Male","2021-06-01",28
"Limpopo","18-34","Male","2021-06-02",36
"Limpopo","18-34","Male","2021-06-03",45
"Limpopo","18-34","Male","2021-06-04",7
"Limpopo","18-34","Male","2021-06-07",16
"Limpopo","18-34","Male","2021-06-08",28
"Limpopo","18-34","Male","2021-06-09",29
"Limpopo","18-34","Male","2021-06-10",27
"Limpopo","18-34","Male","2021-06-11",7
"Limpopo","18-34","Male","2021-06-14",7
"Limpopo","18-34","Male","2021-06-15",5
"Limpopo","18-34","Male","2021-06-16",1
"Limpopo","18-34","Male","2021-06-17",4
"Limpopo","18-34","Male","2021-06-18",1
"Limpopo","18-34","Male","2021-06-21",12
"Limpopo","18-34","Male","2021-06-22",8
"Limpopo","18-34","Male","2021-06-23",14
"Limpopo","18-34","Male","2021-06-24",15
"Limpopo","18-34","Male","2021-06-25",700
"Limpopo","18-34","Male","2021-06-26",580
"Limpopo","18-34","Male","2021-06-28",22
"Limpopo","18-34","Male","2021-06-29",15
"Limpopo","18-34","Male","2021-06-30",28
"Limpopo","18-34","Male","2021-07-01",23
"Limpopo","18-34","Male","2021-07-02",1169
"Limpopo","18-34","Male","2021-07-03",1
"Limpopo","18-34","Male","2021-07-05",26
"Limpopo","18-34","Male","2021-07-06",31
"Limpopo","18-34","Male","2021-07-07",35
"Limpopo","18-34","Male","2021-07-08",22
"Limpopo","18-34","Male","2021-07-09",1958
"Limpopo","18-34","Male","2021-07-10",27
"Limpopo","18-34","Male","2021-07-11",1
"Limpopo","18-34","Male","2021-07-12",72
"Limpopo","18-34","Male","2021-07-13",195
"Limpopo","18-34","Male","2021-07-14",99
"Limpopo","18-34","Male","2021-07-15",116
"Limpopo","18-34","Male","2021-07-16",942
"Limpopo","18-34","Male","2021-07-17",1
"Limpopo","18-34","Male","2021-07-18",1
"Limpopo","18-34","Male","2021-07-19",99
"Limpopo","18-34","Male","2021-07-20",211
"Limpopo","18-34","Male","2021-07-21",269
"Limpopo","18-34","Male","2021-07-22",363
"Limpopo","18-34","Male","2021-07-23",430
"Limpopo","18-34","Male","2021-07-24",28
"Limpopo","18-34","Male","2021-07-25",31
"Limpopo","18-34","Male","2021-07-26",195
"Limpopo","18-34","Male","2021-07-27",403
"Limpopo","18-34","Male","2021-07-28",423
"Limpopo","18-34","Male","2021-07-29",367
"Limpopo","18-34","Male","2021-07-30",745
"Limpopo","18-34","Male","2021-07-31",76
"Limpopo","18-34","Male","2021-08-02",141
"Limpopo","18-34","Male","2021-08-03",253
"Limpopo","18-34","Male","2021-08-04",184
"Limpopo","18-34","Male","2021-08-05",506
"Limpopo","18-34","Male","2021-08-06",339
"Limpopo","18-34","Male","2021-08-07",5
"Limpopo","18-34","Male","2021-08-09",7
"Limpopo","18-34","Male","2021-08-10",297
"Limpopo","18-34","Male","2021-08-11",404
"Limpopo","18-34","Male","2021-08-12",281
"Limpopo","18-34","Male","2021-08-13",321
"Limpopo","18-34","Male","2021-08-14",13
"Limpopo","18-34","Male","2021-08-15",3
"Limpopo","18-34","Male","2021-08-16",199
"Limpopo","18-34","Male","2021-08-17",202
"Limpopo","18-34","Male","2021-08-18",462
"Limpopo","18-34","Male","2021-08-19",479
"Limpopo","18-34","Male","2021-08-20",2147
"Limpopo","18-34","Male","2021-08-21",1407
"Limpopo","18-34","Male","2021-08-22",73
"Limpopo","18-34","Male","2021-08-23",2876
"Limpopo","18-34","Male","2021-08-24",3551
"Limpopo","18-34","Male","2021-08-25",3660
"Limpopo","18-34","Male","2021-08-26",4217
"Limpopo","18-34","Male","2021-08-27",3891
"Limpopo","18-34","Male","2021-08-28",1231
"Limpopo","18-34","Male","2021-08-29",17
"Limpopo","18-34","Male","2021-08-30",2899
"Limpopo","18-34","Male","2021-08-31",3348
"Limpopo","18-34","Male","2021-09-01",4332
"Limpopo","18-34","Male","2021-09-02",4236
"Limpopo","18-34","Male","2021-09-03",2667
"Limpopo","18-34","Male","2021-09-04",1334
"Limpopo","18-34","Male","2021-09-05",65
"Limpopo","18-34","Male","2021-09-06",2449
"Limpopo","18-34","Male","2021-09-07",2730
"Limpopo","18-34","Male","2021-09-08",3072
"Limpopo","18-34","Male","2021-09-09",3569
"Limpopo","18-34","Male","2021-09-10",2784
"Limpopo","18-34","Male","2021-09-11",159
"Limpopo","18-34","Male","2021-09-12",20
"Limpopo","18-34","Male","2021-09-13",2923
"Limpopo","18-34","Male","2021-09-14",3611
"Limpopo","18-34","Male","2021-09-15",3357
"Limpopo","18-34","Male","2021-09-16",3830
"Limpopo","18-34","Male","2021-09-17",2572
"Limpopo","18-34","Male","2021-09-18",157
"Limpopo","18-34","Male","2021-09-19",42
"Limpopo","18-34","Male","2021-09-20",3053
"Limpopo","18-34","Male","2021-09-21",3198
"Limpopo","18-34","Male","2021-09-22",3552
"Limpopo","18-34","Male","2021-09-23",2810
"Limpopo","18-34","Male","2021-09-24",248
"Limpopo","18-34","Male","2021-09-25",212
"Limpopo","18-34","Male","2021-09-26",5
"Limpopo","18-34","Male","2021-09-27",2389
"Limpopo","18-34","Male","2021-09-28",2774
"Limpopo","18-34","Male","2021-09-29",2892
"Limpopo","18-34","Male","2021-09-30",2534
"Limpopo","18-34","Male","2021-10-01",3298
"Limpopo","18-34","Male","2021-10-02",1686
"Limpopo","18-34","Male","2021-10-03",40
"Limpopo","18-34","Male","2021-10-04",2580
"Limpopo","18-34","Male","2021-10-05",2699
"Limpopo","18-34","Male","2021-10-06",3107
"Limpopo","18-34","Male","2021-10-07",2859
"Limpopo","18-34","Male","2021-10-08",2449
"Limpopo","18-34","Male","2021-10-09",318
"Limpopo","18-34","Male","2021-10-10",12
"Limpopo","18-34","Male","2021-10-11",2459
"Limpopo","18-34","Male","2021-10-12",2879
"Limpopo","18-34","Male","2021-10-13",3194
"Limpopo","18-34","Male","2021-10-14",3397
"Limpopo","18-34","Male","2021-10-15",2469
"Limpopo","18-34","Male","2021-10-16",176
"Limpopo","18-34","Male","2021-10-17",3
"Limpopo","18-34","Male","2021-10-18",2478
"Limpopo","18-34","Male","2021-10-19",2606
"Limpopo","18-34","Male","2021-10-20",3648
"Limpopo","18-34","Male","2021-10-21",3968
"Limpopo","18-34","Male","2021-10-22",2957
"Limpopo","18-34","Male","2021-10-23",348
"Limpopo","18-34","Male","2021-10-24",79
"Limpopo","18-34","Male","2021-10-25",2952
"Limpopo","18-34","Male","2021-10-26",2598
"Limpopo","18-34","Male","2021-10-27",2574
"Limpopo","18-34","Male","2021-10-28",2501
"Limpopo","18-34","Male","2021-10-29",1958
"Limpopo","18-34","Male","2021-10-30",124
"Limpopo","18-34","Male","2021-10-31",10
"Limpopo","18-34","Male","2021-11-01",508
"Limpopo","18-34","Male","2021-11-02",1760
"Limpopo","18-34","Male","2021-11-03",2083
"Limpopo","18-34","Male","2021-11-04",1951
"Limpopo","18-34","Male","2021-11-05",1281
"Limpopo","18-34","Male","2021-11-06",101
"Limpopo","18-34","Male","2021-11-07",3
"Limpopo","18-34","Male","2021-11-08",1168
"Limpopo","18-34","Male","2021-11-09",1458
"Limpopo","18-34","Male","2021-11-10",1369
"Limpopo","18-34","Male","2021-11-11",1406
"Limpopo","18-34","Male","2021-11-12",1058
"Limpopo","18-34","Male","2021-11-13",510
"Limpopo","18-34","Male","2021-11-14",205
"Limpopo","18-34","Male","2021-11-15",1322
"Limpopo","18-34","Male","2021-11-16",1141
"Limpopo","18-34","Male","2021-11-17",1293
"Limpopo","18-34","Male","2021-11-18",1500
"Limpopo","18-34","Male","2021-11-19",828
"Limpopo","18-34","Male","2021-11-20",129
"Limpopo","18-34","Male","2021-11-21",2
"Limpopo","18-34","Male","2021-11-22",962
"Limpopo","18-34","Male","2021-11-23",1121
"Limpopo","18-34","Male","2021-11-24",1327
"Limpopo","18-34","Male","2021-11-25",1079
"Limpopo","18-34","Male","2021-11-26",1068
"Limpopo","18-34","Male","2021-11-27",420
"Limpopo","18-34","Male","2021-11-28",54
"Limpopo","18-34","Male","2021-11-29",1975
"Limpopo","18-34","Male","2021-11-30",2152
"Limpopo","18-34","Male","2021-12-01",2042
"Limpopo","18-34","Male","2021-12-02",2141
"Limpopo","18-34","Male","2021-12-03",1524
"Limpopo","18-34","Male","2021-12-04",854
"Limpopo","18-34","Male","2021-12-05",181
"Limpopo","18-34","Male","2021-12-06",1870
"Limpopo","18-34","Male","2021-12-07",1779
"Limpopo","18-34","Male","2021-12-08",1815
"Limpopo","18-34","Male","2021-12-09",1612
"Limpopo","18-34","Male","2021-12-10",1437
"Limpopo","18-34","Male","2021-12-11",410
"Limpopo","18-34","Male","2021-12-12",8
"Limpopo","18-34","Male","2021-12-13",1542
"Limpopo","18-34","Male","2021-12-14",1310
"Limpopo","18-34","Male","2021-12-15",1201
"Limpopo","35-49","Female","2021-02-19",29
"Limpopo","35-49","Female","2021-02-20",135
"Limpopo","35-49","Female","2021-02-21",272
"Limpopo","35-49","Female","2021-02-22",284
"Limpopo","35-49","Female","2021-02-23",339
"Limpopo","35-49","Female","2021-02-24",418
"Limpopo","35-49","Female","2021-02-25",488
"Limpopo","35-49","Female","2021-02-26",390
"Limpopo","35-49","Female","2021-02-27",243
"Limpopo","35-49","Female","2021-03-01",12
"Limpopo","35-49","Female","2021-03-02",83
"Limpopo","35-49","Female","2021-03-03",276
"Limpopo","35-49","Female","2021-03-04",190
"Limpopo","35-49","Female","2021-03-05",162
"Limpopo","35-49","Female","2021-03-06",207
"Limpopo","35-49","Female","2021-03-07",64
"Limpopo","35-49","Female","2021-03-09",180
"Limpopo","35-49","Female","2021-03-10",234
"Limpopo","35-49","Female","2021-03-11",134
"Limpopo","35-49","Female","2021-03-12",344
"Limpopo","35-49","Female","2021-03-15",9
"Limpopo","35-49","Female","2021-03-16",268
"Limpopo","35-49","Female","2021-03-17",315
"Limpopo","35-49","Female","2021-03-18",89
"Limpopo","35-49","Female","2021-03-19",345
"Limpopo","35-49","Female","2021-03-23",330
"Limpopo","35-49","Female","2021-03-24",346
"Limpopo","35-49","Female","2021-03-25",272
"Limpopo","35-49","Female","2021-03-26",214
"Limpopo","35-49","Female","2021-03-29",380
"Limpopo","35-49","Female","2021-03-30",324
"Limpopo","35-49","Female","2021-03-31",328
"Limpopo","35-49","Female","2021-04-01",26
"Limpopo","35-49","Female","2021-04-06",3
"Limpopo","35-49","Female","2021-04-26",1
"Limpopo","35-49","Female","2021-04-28",127
